hypothesis_id,title,subtitle,card_path,providers,total_impact
H0001,"H0001 — paid per claim far above peers > 3.0 for T1019 (Personal care services, per...)","Top 20 flagged providers · 186 total · $894,920,412 estimated exposure",output/cards/hypotheses/H0001.png,186,894920411.9600002
H0002,"H0002 — paid per claim far above peers > 3.0 for T1015 (Clinic visit/encounter, all-...)","Top 20 flagged providers · 186 total · $1,725,513,688 estimated exposure",output/cards/hypotheses/H0002.png,186,1725513688.06
H0003,H0003 — paid per claim far above peers > 3.0 for 99213 (Code 99213),"Top 20 flagged providers · 1083 total · $2,180,140,499 estimated exposure",output/cards/hypotheses/H0003.png,1083,2180140498.77
H0004,H0004 — paid per claim far above peers > 3.0 for 99214 (Code 99214),"Top 20 flagged providers · 1037 total · $988,060,582 estimated exposure",output/cards/hypotheses/H0004.png,1037,988060582.1599998
H0005,H0005 — paid per claim far above peers > 3.0 for H0015 (Alcohol and/or drug services;...),"Top 20 flagged providers · 40 total · $166,628,723 estimated exposure",output/cards/hypotheses/H0005.png,40,166628723.20000002
H0006,H0006 — paid per claim far above peers > 3.0 for T2003 (Non-emergency transportation;...),"Top 20 flagged providers · 117 total · $100,113,159 estimated exposure",output/cards/hypotheses/H0006.png,117,100113158.75999999
H0007,"H0007 — paid per claim far above peers > 3.0 for T1005 (Respite care services, up to...)","Top 20 flagged providers · 36 total · $41,315,591 estimated exposure",output/cards/hypotheses/H0007.png,36,41315591.34
H0008,H0008 — paid per claim far above peers > 3.0 for 99215 (Code 99215),"Top 20 flagged providers · 273 total · $258,725,877 estimated exposure",output/cards/hypotheses/H0008.png,273,258725877.01
H0009,H0009 — paid per claim far above peers > 3.0 for T2025 (Waiver services; not...),"Top 20 flagged providers · 7 total · $41,012,525 estimated exposure",output/cards/hypotheses/H0009.png,7,41012525.120000005
H0010,H0010 — paid per claim far above peers > 3.0 for 99212 (Code 99212),"Top 20 flagged providers · 597 total · $1,051,166,042 estimated exposure",output/cards/hypotheses/H0010.png,597,1051166042.01
H0011,"H0011 — paid per claim far above peers > 3.0 for T1020 (Personal care services, per...)","Top 20 flagged providers · 24 total · $163,418,711 estimated exposure",output/cards/hypotheses/H0011.png,24,163418711.07999998
H0012,H0012 — paid per claim far above peers > 3.0 for H2015 (Comprehensive community...),"Top 20 flagged providers · 43 total · $42,913,419 estimated exposure",output/cards/hypotheses/H0012.png,43,42913419.46
H0013,H0013 — paid per claim far above peers > 3.0 for H2016 (Comprehensive community...),"Top 20 flagged providers · 38 total · $587,614,660 estimated exposure",output/cards/hypotheses/H0013.png,38,587614660.17
H0014,H0014 — paid per claim far above peers > 3.0 for 99203 (Code 99203),"Top 20 flagged providers · 483 total · $97,207,951 estimated exposure",output/cards/hypotheses/H0014.png,483,97207950.50000001
H0015,H0015 — paid per claim far above peers > 3.0 for 99204 (Code 99204),"Top 20 flagged providers · 261 total · $48,462,468 estimated exposure",output/cards/hypotheses/H0015.png,261,48462468.27
H0016,H0016 — paid per claim far above peers > 3.0 for 99202 (Code 99202),"Top 20 flagged providers · 201 total · $54,146,962 estimated exposure",output/cards/hypotheses/H0016.png,201,54146962.17
H0017,H0017 — paid per claim far above peers > 3.0 for 99211 (Code 99211),"Top 20 flagged providers · 272 total · $563,337,759 estimated exposure",output/cards/hypotheses/H0017.png,272,563337759.33
H0018,H0018 — paid per claim far above peers > 3.0 for T2024 (Service assessment/plan of...),"Top 20 flagged providers · 12 total · $3,305,054 estimated exposure",output/cards/hypotheses/H0018.png,12,3305053.89
H0019,H0019 — paid per claim far above peers > 3.0 for 97110 (Code 97110),"Top 20 flagged providers · 181 total · $156,058,120 estimated exposure",output/cards/hypotheses/H0019.png,181,156058119.90999997
H0020,H0020 — paid per claim far above peers > 3.0 for 97530 (Code 97530),"Top 20 flagged providers · 144 total · $208,462,981 estimated exposure",output/cards/hypotheses/H0020.png,144,208462981.32
H0021,H0021 — paid per claim far above peers > 3.0 for 92507 (Code 92507),"Top 20 flagged providers · 136 total · $226,135,122 estimated exposure",output/cards/hypotheses/H0021.png,136,226135122.48000002
H0022,H0022 — paid per claim far above peers > 3.0 for 97140 (Code 97140),"Top 20 flagged providers · 93 total · $27,259,423 estimated exposure",output/cards/hypotheses/H0022.png,93,27259423.32
H0023,H0023 — paid per claim far above peers > 3.0 for 97116 (Code 97116),"Top 20 flagged providers · 77 total · $16,111,937 estimated exposure",output/cards/hypotheses/H0023.png,77,16111936.549999999
H0024,H0024 — paid per claim far above peers > 3.0 for 90834 (Code 90834),"Top 20 flagged providers · 373 total · $325,753,182 estimated exposure",output/cards/hypotheses/H0024.png,373,325753181.89
H0025,H0025 — paid per claim far above peers > 3.0 for 90837 (Code 90837),"Top 20 flagged providers · 506 total · $910,778,140 estimated exposure",output/cards/hypotheses/H0025.png,506,910778140.47
H0026,H0026 — paid per claim far above peers > 3.0 for 90832 (Code 90832),"Top 20 flagged providers · 225 total · $147,631,477 estimated exposure",output/cards/hypotheses/H0026.png,225,147631477.46
H0027,"H0027 — paid per claim far above peers > 3.0 for H0031 (Mental health assessment, by...)","Top 20 flagged providers · 80 total · $74,387,666 estimated exposure",output/cards/hypotheses/H0027.png,80,74387666.08999999
H0028,H0028 — paid per claim far above peers > 3.0 for H0036 (Community psychiatric...),"Top 20 flagged providers · 16 total · $26,149,112 estimated exposure",output/cards/hypotheses/H0028.png,16,26149112.19
H0029,H0029 — paid per claim far above peers > 3.0 for H0004 (Behavioral health counseling...),"Top 20 flagged providers · 55 total · $158,923,712 estimated exposure",output/cards/hypotheses/H0029.png,55,158923711.85
H0030,"H0030 — paid per claim far above peers > 3.0 for T1017 (Targeted case management,...)","Top 20 flagged providers · 65 total · $240,873,251 estimated exposure",output/cards/hypotheses/H0030.png,65,240873251.33
H0031,"H0031 — claims per beneficiary far above peers > 3.0 for T1019 (Personal care services,...","Top 20 flagged providers · 47 total · $90,771,056 estimated exposure",output/cards/hypotheses/H0031.png,47,90771055.6
H0032,"H0032 — claims per beneficiary far above peers > 3.0 for T1015 (Clinic visit/encounter,...","Top 20 flagged providers · 198 total · $1,937,888,271 estimated exposure",output/cards/hypotheses/H0032.png,198,1937888270.5100002
H0033,H0033 — claims per beneficiary far above peers > 3.0 for 99213 (Code 99213),"Top 20 flagged providers · 1396 total · $225,607,476 estimated exposure",output/cards/hypotheses/H0033.png,1396,225607476.32000002
H0034,H0034 — claims per beneficiary far above peers > 3.0 for 99214 (Code 99214),"Top 20 flagged providers · 1145 total · $202,431,673 estimated exposure",output/cards/hypotheses/H0034.png,1145,202431672.57999995
H0035,H0035 — claims per beneficiary far above peers > 3.0 for H0015 (Alcohol and/or drug...,"Top 20 flagged providers · 31 total · $137,341,446 estimated exposure",output/cards/hypotheses/H0035.png,31,137341446.18
H0036,H0036 — claims per beneficiary far above peers > 3.0 for T2003 (Non-emergency...,"Top 20 flagged providers · 92 total · $160,783,813 estimated exposure",output/cards/hypotheses/H0036.png,92,160783813.18
H0037,"H0037 — claims per beneficiary far above peers > 3.0 for T1005 (Respite care services,...","Top 20 flagged providers · 4 total · $565,686 estimated exposure",output/cards/hypotheses/H0037.png,4,565685.8
H0038,H0038 — claims per beneficiary far above peers > 3.0 for 99215 (Code 99215),"Top 20 flagged providers · 368 total · $54,455,398 estimated exposure",output/cards/hypotheses/H0038.png,368,54455397.940000005
H0039,H0039 — claims per beneficiary far above peers > 3.0 for T2025 (Waiver services; not...),"Top 20 flagged providers · 5 total · $73,285,399 estimated exposure",output/cards/hypotheses/H0039.png,5,73285399.07
H0040,H0040 — claims per beneficiary far above peers > 3.0 for 99212 (Code 99212),"Top 20 flagged providers · 481 total · $18,627,936 estimated exposure",output/cards/hypotheses/H0040.png,481,18627936.36
H0041,"H0041 — claims per beneficiary far above peers > 3.0 for T1020 (Personal care services,...","Top 20 flagged providers · 1 total · $4,451,305 estimated exposure",output/cards/hypotheses/H0041.png,1,4451305.32
H0042,H0042 — claims per beneficiary far above peers > 3.0 for H2015 (Comprehensive...,"Top 20 flagged providers · 62 total · $395,012,341 estimated exposure",output/cards/hypotheses/H0042.png,62,395012341.30999994
H0043,H0043 — claims per beneficiary far above peers > 3.0 for H2016 (Comprehensive...,"Top 20 flagged providers · 8 total · $50,915,716 estimated exposure",output/cards/hypotheses/H0043.png,8,50915715.89
H0044,H0044 — claims per beneficiary far above peers > 3.0 for 99203 (Code 99203),"Top 20 flagged providers · 284 total · $5,502,797 estimated exposure",output/cards/hypotheses/H0044.png,284,5502796.69
H0045,H0045 — claims per beneficiary far above peers > 3.0 for 99204 (Code 99204),"Top 20 flagged providers · 277 total · $11,133,673 estimated exposure",output/cards/hypotheses/H0045.png,277,11133672.549999999
H0046,H0046 — claims per beneficiary far above peers > 3.0 for 99202 (Code 99202),"Top 20 flagged providers · 124 total · $4,614,887 estimated exposure",output/cards/hypotheses/H0046.png,124,4614887.27
H0047,H0047 — claims per beneficiary far above peers > 3.0 for 99211 (Code 99211),"Top 20 flagged providers · 246 total · $44,667,358 estimated exposure",output/cards/hypotheses/H0047.png,246,44667357.52
H0048,H0048 — claims per beneficiary far above peers > 3.0 for T2024 (Service assessment/plan...,"Top 20 flagged providers · 8 total · $6,208,687 estimated exposure",output/cards/hypotheses/H0048.png,8,6208686.640000001
H0049,H0049 — claims per beneficiary far above peers > 3.0 for 97110 (Code 97110),"Top 20 flagged providers · 612 total · $167,003,423 estimated exposure",output/cards/hypotheses/H0049.png,612,167003423.35000002
H0050,H0050 — claims per beneficiary far above peers > 3.0 for 97530 (Code 97530),"Top 20 flagged providers · 516 total · $162,959,615 estimated exposure",output/cards/hypotheses/H0050.png,516,162959615.23000002
H0051,H0051 — claims per beneficiary far above peers > 3.0 for 92507 (Code 92507),"Top 20 flagged providers · 286 total · $95,897,885 estimated exposure",output/cards/hypotheses/H0051.png,286,95897885.10000001
H0052,H0052 — claims per beneficiary far above peers > 3.0 for 97140 (Code 97140),"Top 20 flagged providers · 181 total · $7,487,861 estimated exposure",output/cards/hypotheses/H0052.png,181,7487860.66
H0053,H0053 — claims per beneficiary far above peers > 3.0 for 97116 (Code 97116),"Top 20 flagged providers · 48 total · $10,289,361 estimated exposure",output/cards/hypotheses/H0053.png,48,10289361.01
H0054,H0054 — claims per beneficiary far above peers > 3.0 for 90834 (Code 90834),"Top 20 flagged providers · 362 total · $217,385,872 estimated exposure",output/cards/hypotheses/H0054.png,362,217385871.93999994
H0055,H0055 — claims per beneficiary far above peers > 3.0 for 90837 (Code 90837),"Top 20 flagged providers · 555 total · $187,537,657 estimated exposure",output/cards/hypotheses/H0055.png,555,187537657.03
H0056,H0056 — claims per beneficiary far above peers > 3.0 for 90832 (Code 90832),"Top 20 flagged providers · 257 total · $219,188,072 estimated exposure",output/cards/hypotheses/H0056.png,257,219188071.84999996
H0057,H0057 — claims per beneficiary far above peers > 3.0 for H0031 (Mental health...,"Top 20 flagged providers · 98 total · $70,429,801 estimated exposure",output/cards/hypotheses/H0057.png,98,70429800.66
H0058,H0058 — claims per beneficiary far above peers > 3.0 for H0036 (Community psychiatric...),"Top 20 flagged providers · 39 total · $412,698,082 estimated exposure",output/cards/hypotheses/H0058.png,39,412698082.4
H0059,H0059 — claims per beneficiary far above peers > 3.0 for H0004 (Behavioral health...,"Top 20 flagged providers · 152 total · $223,498,865 estimated exposure",output/cards/hypotheses/H0059.png,152,223498865.16000003
H0060,H0060 — claims per beneficiary far above peers > 3.0 for T1017 (Targeted case...,"Top 20 flagged providers · 117 total · $181,917,157 estimated exposure",output/cards/hypotheses/H0060.png,117,181917156.95
H0061,"H0061 — paid per beneficiary far above peers > 3.0 for T1019 (Personal care services,...","Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0061.png,1000,18026301352.9
H0062,"H0062 — paid per beneficiary far above peers > 3.0 for T1015 (Clinic visit/encounter,...","Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0062.png,1000,18026301352.9
H0063,H0063 — paid per beneficiary far above peers > 3.0 for 99213 (Code 99213),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0063.png,1000,18026301352.899998
H0064,H0064 — paid per beneficiary far above peers > 3.0 for 99214 (Code 99214),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0064.png,1000,18026301352.9
H0065,H0065 — paid per beneficiary far above peers > 3.0 for H0015 (Alcohol and/or drug...,"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0065.png,1000,18026301352.899998
H0066,H0066 — paid per beneficiary far above peers > 3.0 for T2003 (Non-emergency...,"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0066.png,1000,18026301352.899998
H0067,"H0067 — paid per beneficiary far above peers > 3.0 for T1005 (Respite care services, up...","Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0067.png,1000,18026301352.899998
H0068,H0068 — paid per beneficiary far above peers > 3.0 for 99215 (Code 99215),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0068.png,1000,18026301352.9
H0069,H0069 — paid per beneficiary far above peers > 3.0 for T2025 (Waiver services; not...),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0069.png,1000,18026301352.9
H0070,H0070 — paid per beneficiary far above peers > 3.0 for 99212 (Code 99212),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0070.png,1000,18026301352.899994
H0071,"H0071 — paid per beneficiary far above peers > 3.0 for T1020 (Personal care services,...","Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0071.png,1000,18026301352.9
H0072,H0072 — paid per beneficiary far above peers > 3.0 for H2015 (Comprehensive community...),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0072.png,1000,18026301352.9
H0073,H0073 — paid per beneficiary far above peers > 3.0 for H2016 (Comprehensive community...),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0073.png,1000,18026301352.9
H0074,H0074 — paid per beneficiary far above peers > 3.0 for 99203 (Code 99203),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0074.png,1000,18026301352.9
H0075,H0075 — paid per beneficiary far above peers > 3.0 for 99204 (Code 99204),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0075.png,1000,18026301352.9
H0076,H0076 — paid per beneficiary far above peers > 3.0 for 99202 (Code 99202),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0076.png,1000,18026301352.899998
H0077,H0077 — paid per beneficiary far above peers > 3.0 for 99211 (Code 99211),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0077.png,1000,18026301352.899998
H0078,H0078 — paid per beneficiary far above peers > 3.0 for T2024 (Service assessment/plan...,"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0078.png,1000,18026301352.9
H0079,H0079 — paid per beneficiary far above peers > 3.0 for 97110 (Code 97110),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0079.png,1000,18026301352.9
H0080,H0080 — paid per beneficiary far above peers > 3.0 for 97530 (Code 97530),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0080.png,1000,18026301352.9
H0081,H0081 — paid per beneficiary far above peers > 3.0 for 92507 (Code 92507),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0081.png,1000,18026301352.899998
H0082,H0082 — paid per beneficiary far above peers > 3.0 for 97140 (Code 97140),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0082.png,1000,18026301352.9
H0083,H0083 — paid per beneficiary far above peers > 3.0 for 97116 (Code 97116),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0083.png,1000,18026301352.9
H0084,H0084 — paid per beneficiary far above peers > 3.0 for 90834 (Code 90834),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0084.png,1000,18026301352.9
H0085,H0085 — paid per beneficiary far above peers > 3.0 for 90837 (Code 90837),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0085.png,1000,18026301352.9
H0086,H0086 — paid per beneficiary far above peers > 3.0 for 90832 (Code 90832),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0086.png,1000,18026301352.9
H0087,"H0087 — paid per beneficiary far above peers > 3.0 for H0031 (Mental health assessment,...","Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0087.png,1000,18026301352.9
H0088,H0088 — paid per beneficiary far above peers > 3.0 for H0036 (Community psychiatric...),"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0088.png,1000,18026301352.9
H0089,H0089 — paid per beneficiary far above peers > 3.0 for H0004 (Behavioral health...,"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0089.png,1000,18026301352.899998
H0090,H0090 — paid per beneficiary far above peers > 3.0 for T1017 (Targeted case...,"Top 20 flagged providers · 1000 total · $18,026,301,353 estimated exposure",output/cards/hypotheses/H0090.png,1000,18026301352.9
H0091,H0091 — total_paid exceeding Q3 + 3*outside typical range,"Top 20 flagged providers · 1000 total · $305,806,400,381 estimated exposure",output/cards/hypotheses/H0091.png,1000,305806400381.12
H0092,H0092 — total_claims exceeding Q3 + 3*outside typical range,"Top 20 flagged providers · 996 total · $239,801,961,813 estimated exposure",output/cards/hypotheses/H0092.png,996,239801961813.36996
H0093,H0093 — total_beneficiaries exceeding Q3 + 3*outside typical range,"Top 20 flagged providers · 999 total · $167,472,308,952 estimated exposure",output/cards/hypotheses/H0093.png,999,167472308951.65002
H0094,H0094 — avg_paid per claim exceeding Q3 + 3*outside typical range,"Top 20 flagged providers · 1000 total · $11,854,759,601 estimated exposure",output/cards/hypotheses/H0094.png,1000,11854759600.500002
H0095,H0095 — avg_claims per beneficiary exceeding Q3 + 3*outside typical range,"Top 20 flagged providers · 976 total · $6,362,227,969 estimated exposure",output/cards/hypotheses/H0095.png,976,6362227969.06
H0096,H0096 — num_codes exceeding Q3 + 3*outside typical range,"Top 20 flagged providers · 997 total · $105,811,888,952 estimated exposure",output/cards/hypotheses/H0096.png,997,105811888952.06999
H0097,H0097 — num_months exceeding Q3 + 3*outside typical range,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0097.png,0,0.0
H0098,H0098 — rare extreme extreme value analysis for Home Health (paid per claim),"Top 20 flagged providers · 58444 total · $391,581,718,400 estimated exposure",output/cards/hypotheses/H0098.png,58444,391581718400.2196
H0099,H0099 — rare extreme extreme value analysis for Home Health (total_paid),"Top 20 flagged providers · 58446 total · $321,749,206,260 estimated exposure",output/cards/hypotheses/H0099.png,58446,321749206260.2619
H0100,H0100 — rare extreme extreme value analysis for Behavioral Health (paid per claim),"Top 20 flagged providers · 41239 total · $157,150,367,642 estimated exposure",output/cards/hypotheses/H0100.png,41239,157150367641.90005
H0101,H0101 — rare extreme extreme value analysis for Behavioral Health (total_paid),"Top 20 flagged providers · 41238 total · $148,558,726,422 estimated exposure",output/cards/hypotheses/H0101.png,41238,148558726421.74908
H0102,H0102 — rare extreme extreme value analysis for E&M (paid per claim),"Top 20 flagged providers · 263546 total · $155,242,920,330 estimated exposure",output/cards/hypotheses/H0102.png,263546,155242920330.19034
H0103,H0103 — rare extreme extreme value analysis for E&M (total_paid),"Top 20 flagged providers · 255064 total · $145,023,714,171 estimated exposure",output/cards/hypotheses/H0103.png,255064,145023714171.37006
H0104,H0104 — rare extreme extreme value analysis for DME (paid per claim),"Top 20 flagged providers · 31219 total · $23,071,252,811 estimated exposure",output/cards/hypotheses/H0104.png,31219,23071252810.739983
H0105,H0105 — rare extreme extreme value analysis for DME (total_paid),"Top 20 flagged providers · 31219 total · $22,031,523,394 estimated exposure",output/cards/hypotheses/H0105.png,31219,22031523394.049828
H0106,H0106 — rare extreme extreme value analysis for Lab (paid per claim),"Top 20 flagged providers · 78960 total · $34,832,926,114 estimated exposure",output/cards/hypotheses/H0106.png,78960,34832926114.390015
H0107,H0107 — rare extreme extreme value analysis for Lab (total_paid),"Top 20 flagged providers · 72382 total · $33,407,567,458 estimated exposure",output/cards/hypotheses/H0107.png,72382,33407567458.000023
H0108,H0108 — rare extreme extreme value analysis for Pharmacy (paid per claim),"Top 20 flagged providers · 29114 total · $10,807,675,066 estimated exposure",output/cards/hypotheses/H0108.png,29114,10807675066.330002
H0109,H0109 — rare extreme extreme value analysis for Pharmacy (total_paid),"Top 20 flagged providers · 29140 total · $10,807,710,530 estimated exposure",output/cards/hypotheses/H0109.png,29140,10807710529.679993
H0110,H0110 — rare extreme extreme value analysis for Therapy (paid per claim),"Top 20 flagged providers · 45961 total · $25,328,030,616 estimated exposure",output/cards/hypotheses/H0110.png,45961,25328030616.019985
H0111,H0111 — rare extreme extreme value analysis for Therapy (total_paid),"Top 20 flagged providers · 45961 total · $23,841,243,698 estimated exposure",output/cards/hypotheses/H0111.png,45961,23841243697.98005
H0112,H0112 — rare extreme extreme value analysis for Transportation (paid per claim),"Top 20 flagged providers · 15287 total · $32,381,772,164 estimated exposure",output/cards/hypotheses/H0112.png,15287,32381772163.779987
H0113,H0113 — rare extreme extreme value analysis for Transportation (total_paid),"Top 20 flagged providers · 15287 total · $31,638,891,032 estimated exposure",output/cards/hypotheses/H0113.png,15287,31638891032.24005
H0114,H0114 — rare extreme extreme value analysis for Temp/Waiver (paid per claim),"Top 20 flagged providers · 39173 total · $99,537,103,031 estimated exposure",output/cards/hypotheses/H0114.png,39173,99537103030.97
H0115,H0115 — rare extreme extreme value analysis for Temp/Waiver (total_paid),"Top 20 flagged providers · 35577 total · $95,712,751,750 estimated exposure",output/cards/hypotheses/H0115.png,35577,95712751750.04008
H0116,H0116 — rare extreme extreme value analysis for Other (paid per claim),"Top 20 flagged providers · 403316 total · $254,934,223,753 estimated exposure",output/cards/hypotheses/H0116.png,403316,254934223752.85028
H0117,H0117 — rare extreme extreme value analysis for Other (total_paid),"Top 20 flagged providers · 403320 total · $239,292,603,203 estimated exposure",output/cards/hypotheses/H0117.png,403320,239292603202.68652
H0118,H0118 — First-digit Benford test on all payments,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0118.png,0,0.0
H0119,H0119 — First-digit Benford test on Home Health payments,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0119.png,0,0.0
H0120,H0120 — First-digit Benford test on Behavioral Health payments,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0120.png,0,0.0
H0121,H0121 — First-digit Benford test on E&M payments,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0121.png,0,0.0
H0122,H0122 — First-digit Benford test on DME payments,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0122.png,0,0.0
H0123,H0123 — First-two-digit Benford test,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0123.png,0,0.0
H0124,H0124 — First-two-digit Benford (Home Health),Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0124.png,0,0.0
H0125,H0125 — Round number detection (>30% ending 00),Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0125.png,0,0.0
H0126,H0126 — Per-provider round number detection,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0126.png,0,0.0
H0127,H0127 — Duplicate exact payment amounts,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0127.png,0,0.0
H0128,H0128 — Per-provider duplicate billing amounts,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0128.png,0,0.0
H0129,H0129 — Payment amount clustering analysis,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0129.png,0,0.0
H0130,H0130 — First-digit Benford (Pharmacy),Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0130.png,0,0.0
H0131,H0131 — First-digit Benford (Therapy),Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0131.png,0,0.0
H0132,H0132 — First-digit Benford (Transportation),Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0132.png,0,0.0
H0133,H0133 — Round numbers in Home Health,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0133.png,0,0.0
H0134,H0134 — Round numbers in Behavioral Health,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0134.png,0,0.0
H0135,H0135 — Last-digit uniformity test,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0135.png,0,0.0
H0136,H0136 — Most frequent payment amount detection,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0136.png,0,0.0
H0137,H0137 — Suspicious repeating amount patterns,Top 20 flagged providers · 0 total · $0 estimated exposure,output/cards/hypotheses/H0137.png,0,0.0
H0151,"H0151 — Month-over-month billing spike: All providers, 3x spike","Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0151.png,1745,899853594.2599999
H0152,"H0152 — Month-over-month billing spike: All providers, 5x spike","Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0152.png,1745,899853594.2600001
H0153,"H0153 — Month-over-month billing spike: All providers, 10x spike","Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0153.png,1745,899853594.2599999
H0154,"H0154 — Month-over-month billing spike: Home health, 3x spike","Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0154.png,1745,899853594.26
H0155,"H0155 — Month-over-month billing spike: Home health, 5x spike","Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0155.png,1745,899853594.2599999
H0156,"H0156 — Month-over-month billing spike: Behavioral, 3x spike","Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0156.png,1745,899853594.26
H0157,"H0157 — Month-over-month billing spike: Behavioral, 5x spike","Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0157.png,1745,899853594.26
H0158,"H0158 — Month-over-month billing spike: DME, 3x spike","Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0158.png,1745,899853594.2599998
H0159,H0159 — Month-over-month billing spike: Spike without bene increase,"Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0159.png,1745,899853594.2599998
H0160,H0160 — Month-over-month billing spike: Spike without bene increase 5x,"Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0160.png,1745,899853594.2599999
H0161,H0161 — Month-over-month billing spike: Rate-only spike,"Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0161.png,1745,899853594.2599998
H0162,H0162 — Month-over-month billing spike: Rate-only spike 5x,"Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0162.png,1745,899853594.2600001
H0163,H0163 — Month-over-month billing spike: December spikes 3x,"Top 20 flagged providers · 1745 total · $899,853,594 estimated exposure",output/cards/hypotheses/H0163.png,1745,899853594.26
