row_number,reason,raw_row
88535,servicing_npi,1992216766|A423525800|T2016|2021-02|125|3344|834911.28
88598,billing_npi;servicing_npi,A121677500|A121677500|T1019|2018-07|289|8812|834518.60
88793,servicing_npi,1174649644|A302139400|T1019|2019-05|354|14620|833356.27
88875,servicing_npi,1104991066|A423525800|T2016|2018-10|132|3961|832752.61
88931,servicing_npi,1154496008|A423525800|T2016|2020-03|108|3431|832387.87
88958,servicing_npi,1447348172|A014968200|H2014|2021-04|181|4000|832229.79
88961,servicing_npi,1104991066|A423525800|T2016|2018-06|134|4278|832221.30
89009,billing_npi;servicing_npi,A487650000|A105422800|S5135|2019-08|263|7930|831923.14
89036,servicing_npi,1598830895|A423525800|S5140|2019-12|98|3381|831685.71
89095,servicing_npi,1316012263|A423525800|T2016|2018-12|107|3072|831240.84
89125,servicing_npi,1154496008|A423525800|T2016|2019-12|111|3340|831039.74
89140,servicing_npi,1447348172|A360524800|97153|2022-04|238|7768|830936.45
89258,servicing_npi,1316012263|A423525800|T2016|2018-11|109|3130|830209.14
89407,billing_npi;servicing_npi,M606270900|M606270900|T2016|2018-08|116|3498|829268.74
89415,servicing_npi,1831264290|A423525800|T2016|2019-12|121|5038|829248.78
89429,servicing_npi,1972678266|A423525800|T2016|2019-01|143|4884|829159.64
89443,servicing_npi,1104991066|A423525800|T2016|2018-05|137|4170|829086.97
89468,servicing_npi,1972678266|A423525800|T2016|2018-06|149|6376|828870.62
89538,servicing_npi,1154496008|A423525800|T2016|2019-07|112|3482|828294.62
89612,servicing_npi,1467513887|M968128100|T1018|2019-01|2629|29757|827827.58
89655,servicing_npi,1972678266|A423525800|T2016|2019-07|140|4421|827511.27
89847,billing_npi;servicing_npi,M606270900|M606270900|T2016|2019-07|106|3802|826149.32
89879,servicing_npi,1154496008|A423525800|T2016|2019-03|115|3549|825928.54
89931,servicing_npi,1831264290|A423525800|S5140|2021-02|114|3116|825632.04
89953,servicing_npi,1316012263|A423525800|T2016|2019-06|108|3226|825489.59
89965,servicing_npi,1447348172|M784450100|H2014|2020-03|252|4219|825402.74
89977,servicing_npi,1619053378|M968128100|T1018|2019-10|1912|24122|825336.49
90107,servicing_npi,1174649644|A302139400|T1019|2019-06|357|14156|824551.81
90109,servicing_npi,1881946564|A397151100|S5140|2022-07|132|3900|824537.58
90217,billing_npi;servicing_npi,A136957200|A136957200|T2016|2018-10|140|4389|823843.53
90256,billing_npi;servicing_npi,M606270900|M606270900|T2016|2019-01|111|3473|823642.35
90421,servicing_npi,1447348172|A360524800|97153|2022-05|233|7334|822491.11
90482,servicing_npi,1154496008|A423525800|T2016|2020-02|109|3340|822079.26
90549,servicing_npi,1104991066|A423525800|T2016|2018-07|136|4196|821686.66
90596,servicing_npi,1316012263|A423525800|T2016|2018-01|106|3352|821392.01
90692,billing_npi;servicing_npi,M606270900|M606270900|T2016|2018-01|120|3608|820901.97
90791,servicing_npi,1972678266|A423525800|T2016|2018-08|147|4693|820176.60
90809,servicing_npi,1972678829|A423525800|S5140|2022-01|80|3560|819973.48
90877,billing_npi;servicing_npi,M606270900|M606270900|T2016|2018-04|120|3610|819522.37
90882,servicing_npi,1154496008|A423525800|T2016|2019-11|110|3285|819470.40
90891,billing_npi;servicing_npi,A487650000|A105422800|S5135|2018-08|274|9432|819425.67
90896,servicing_npi,1154496008|A423525800|T2016|2019-01|116|3663|819385.85
90929,servicing_npi,1619053378|M968128100|T1018|2018-03|2643|30133|819161.28
91003,billing_npi;servicing_npi,M606270900|M606270900|T2016|2018-03|118|3584|818632.35
91058,servicing_npi,1174649644|A302139400|T1019|2022-06|326|8985|818345.64
91248,servicing_npi,1316012263|A423525800|S5140|2021-03|85|2942|817222.26
91255,servicing_npi,1104991066|A423525800|T2016|2018-08|134|3942|817158.98
91374,servicing_npi,1831264290|A423525800|T2016|2020-02|119|3699|816361.35
91405,billing_npi;servicing_npi,M606270900|M606270900|T2016|2018-12|109|3347|816160.63
91504,servicing_npi,1174649644|A302139400|T1019|2019-03|347|11300|815554.90
91551,servicing_npi,1598830895|A423525800|S5140|2020-03|91|2828|815198.40
91741,servicing_npi,1417011263|A423525800|T2016|2018-07|117|3663|813898.71
91759,billing_npi;servicing_npi,A136957200|A136957200|T2016|2019-01|141|4300|813790.98
91775,servicing_npi,1881946564|A397151100|S5140|2021-10|140|4343|813743.23
91842,servicing_npi,1154496008|A423525800|T2016|2019-05|113|3410|813293.18
91935,billing_npi;servicing_npi,M606270900|M606270900|T2016|2018-10|112|3640|812759.24
92139,billing_npi;servicing_npi,A121677500|A121677500|T1019|2018-08|293|8611|811389.37
92178,servicing_npi,1174649644|A302139400|T1019|2020-02|375|10795|811106.50
92197,billing_npi;servicing_npi,A487650000|A105422800|S5135|2018-12|277|8601|810978.37
92208,servicing_npi,1598830895|A423525800|S5140|2019-10|92|2790|810910.16
92324,servicing_npi,1104991066|A423525800|T2016|2018-02|140|4000|810186.58
92335,servicing_npi,1043385420|A423525800|T2016|2019-01|116|4022|810085.35
92352,servicing_npi,1174649644|A302139400|T1019|2019-04|345|11674|809952.52
92482,billing_npi;servicing_npi,A487650000|A105422800|S5135|2018-10|278|8291|809127.02
92520,billing_npi;servicing_npi,A487650000|A105422800|S5135|2018-07|272|8842|808878.75
92529,billing_npi;servicing_npi,A487650000|A105422800|S5135|2019-01|273|10348|808811.97
92559,servicing_npi,1467513887|M968128100|T1018|2019-02|2599|30305|808640.22
92786,servicing_npi,1598830895|A423525800|S5140|2020-04|93|2981|807133.11
92839,servicing_npi,1972678266|A423525800|T2016|2018-07|146|4451|806752.55
92956,servicing_npi,1831264290|A423525800|T2016|2018-05|119|3526|806085.33
92987,servicing_npi,1043385420|A423525800|T2016|2020-01|113|3717|805877.47
93130,billing_npi;servicing_npi,M606270900|M606270900|T2016|2019-03|112|3422|805044.55
93151,servicing_npi,1346604246|A649976700|H0047|2018-07|69|2004|804895.00
93154,billing_npi;servicing_npi,M606270900|M606270900|T2016|2018-09|115|3341|804882.90
93227,servicing_npi,1174649644|A302139400|T1019|2019-12|375|10526|804463.83
93363,servicing_npi,1316012263|A423525800|S5140|2021-04|89|2753|803713.11
93407,servicing_npi,1972678266|A423525800|T2016|2018-10|144|4495|803433.41
93466,billing_npi;servicing_npi,A487650000|A105422800|S5135|2019-09|278|7179|803065.59
93471,servicing_npi,1417011263|A423525800|S5140|2021-05|98|2990|803027.62
93489,servicing_npi,1043385420|A423525800|S5140|2021-01|64|4511|802904.66
93593,servicing_npi,1316012263|A423525800|T2016|2018-04|106|4353|802209.84
93595,servicing_npi,1154496008|A423525800|T2016|2019-06|111|3332|802205.51
93657,servicing_npi,1992216766|A423525800|S5140|2022-08|212|3091|801805.32
93695,servicing_npi,1619053378|M968128100|T1018|2019-03|1936|21123|801629.88
93783,servicing_npi,1154496008|A423525800|T2016|2018-12|113|3232|801075.67
93800,servicing_npi,1972678266|A423525800|S5140|2022-08|194|2835|800961.19
93894,servicing_npi,1104991066|A423525800|T2016|2018-09|132|3842|800397.12
93912,servicing_npi,1598830895|A423525800|S5140|2018-10|88|2840|800259.63
93945,servicing_npi,1104991066|A423525800|S5140|2019-10|98|3276|800035.11
94064,servicing_npi,1972678829|A423525800|S5140|2021-12|80|2371|799190.20
94174,servicing_npi,1104991066|A423525800|S5140|2020-10|90|3477|798556.93
94198,servicing_npi,1447348172|M784450100|H2014|2020-09|174|3270|798427.65
94234,servicing_npi,1316012263|A423525800|T2016|2018-10|104|3023|798177.38
94276,billing_npi;servicing_npi,A111107800|A111107800|T1019|2019-02|347|9558|797952.74
94330,servicing_npi,1477628758|A423525800|S5140|2021-01|79|3151|797604.93
94454,servicing_npi,1104991066|A423525800|S5140|2020-12|90|3489|796758.71
94495,servicing_npi,1316012263|A423525800|T2016|2019-02|107|2990|796505.87
94597,servicing_npi,1104991066|A423525800|S5140|2020-05|89|2928|795938.29
94660,billing_npi;servicing_npi,A121677500|A121677500|T1019|2019-05|306|8864|795561.47
94729,servicing_npi,1417011263|A423525800|T2016|2018-02|123|3432|795107.21
94764,servicing_npi,1346604246|A738731800|H0047|2019-04|81|1862|794885.00
94805,billing_npi;servicing_npi,M606270900|M606270900|T2016|2018-11|112|3225|794690.68
94955,billing_npi;servicing_npi,A136957200|A136957200|T2016|2019-03|137|4027|793863.73
95033,servicing_npi,1598830895|A423525800|S5140|2019-08|89|2822|793446.02
95201,servicing_npi,1831264290|A423525800|T2016|2018-01|123|4424|792378.95
95204,servicing_npi,1043385420|A423525800|T2016|2019-05|113|3611|792369.39
95242,servicing_npi,1346604246|A649976700|H0047|2018-09|76|2039|792085.00
95254,billing_npi;servicing_npi,A784457500|A784457500|T2028|2019-02|287|11554|792000.89
95257,servicing_npi,1316012263|A423525800|T2016|2018-02|106|2978|791982.46
95264,servicing_npi,1447348172|M784450100|H2014|2020-07|172|3049|791938.52
95300,billing_npi;servicing_npi,M606270900|M606270900|T2016|2019-06|109|3545|791753.20
95315,billing_npi;servicing_npi,A121677500|A121677500|T1019|2018-03|293|8904|791679.36
95410,billing_npi;servicing_npi,A121677500|A121677500|T1019|2019-06|309|8480|791151.61
95439,servicing_npi,1972678829|A423525800|S5140|2022-07|76|2273|791011.21
95507,servicing_npi,1154496008|A423525800|T2016|2018-11|115|3238|790599.47
95585,servicing_npi,1104991066|A423525800|S5140|2020-07|90|2984|790131.62
95634,servicing_npi,1063568574|A268453200|T1016|2022-03|2512|13025|789874.39
95710,billing_npi;servicing_npi,A136957200|A136957200|T2016|2019-05|138|4103|789471.05
95798,servicing_npi,1043385420|A423525800|T2016|2020-02|113|3441|788960.42
95946,billing_npi;servicing_npi,A136957200|A136957200|T2016|2018-05|140|4233|788166.39
96018,billing_npi;servicing_npi,A136957200|A136957200|T2016|2018-11|141|4183|787783.72
96183,servicing_npi,1104991066|A423525800|S5140|2020-04|92|2864|786801.48
96193,servicing_npi,1104991066|A423525800|S5140|2020-01|93|2954|786776.90
96208,servicing_npi,1316012263|A423525800|T2016|2018-09|100|2906|786689.05
96238,servicing_npi,1346604246|A649976700|H0047|2018-08|79|2013|786534.00
96258,billing_npi;servicing_npi,A121677500|A121677500|T1019|2019-03|308|8642|786425.76
96294,servicing_npi,1881946564|A397151100|S5140|2021-11|138|3991|786192.02
96454,servicing_npi,1306068010|A565813600|T1019|2022-04|267|8866|785157.12
96457,servicing_npi,1972678266|A423525800|T2016|2018-02|148|4145|785146.61
96486,servicing_npi,1598830895|A423525800|S5140|2020-02|95|2822|785001.78
96490,servicing_npi,1063568574|A268453200|T1016|2022-06|2521|12399|784980.66
96504,servicing_npi,1598830895|A423525800|S5140|2019-07|89|2893|784920.86
96573,servicing_npi,1104991066|A423525800|S5140|2019-07|92|3428|784566.63
96575,servicing_npi,1831264290|A423525800|T2016|2018-08|120|3867|784557.48
96701,billing_npi;servicing_npi,A121677500|A121677500|T1019|2018-01|299|8868|783821.88
96724,billing_npi;servicing_npi,A136957200|A136957200|T2016|2018-08|138|4052|783683.53
96829,billing_npi;servicing_npi,A487650000|A105422800|S5135|2018-11|276|7259|782986.62
96845,servicing_npi,1477628758|A423525800|S5140|2021-02|86|2872|782889.46
97082,billing_npi;servicing_npi,A487650000|A105422800|S5135|2019-03|265|7601|781642.42
97114,billing_npi;servicing_npi,A136957200|A136957200|T2016|2018-09|140|4193|781474.58
97116,servicing_npi,1043385420|A423525800|T2016|2019-10|114|3804|781464.50
97174,servicing_npi,1154496008|A423525800|T2016|2018-03|110|3567|781169.45
97234,servicing_npi,1154496008|A423525800|T2016|2019-04|113|3297|780818.84
97291,servicing_npi,1881946564|A397151100|S5140|2022-02|153|4160|780498.89
97525,servicing_npi,1104991066|A423525800|S5140|2020-03|93|2913|779138.49
97654,billing_npi;servicing_npi,A121677500|A121677500|T1019|2018-06|288|8305|778427.00
97663,billing_npi;servicing_npi,A121677500|A121677500|T1019|2018-05|290|8843|778394.04
97745,servicing_npi,1346604246|A649976700|H0047|2018-01|74|1970|777994.00
97747,servicing_npi,1598830895|A423525800|S5140|2019-01|86|2948|777983.52
97782,servicing_npi,1831264290|A423525800|T2016|2018-06|119|3452|777759.69
97796,servicing_npi,1831264290|A423525800|T2016|2019-03|110|3640|777698.81
97955,servicing_npi,1104991066|A423525800|S5140|2019-03|94|2980|776786.03
97990,servicing_npi,1043385420|A423525800|T2016|2019-12|114|3749|776623.01
98025,servicing_npi,1447348172|A014968200|H2014|2021-02|183|3255|776394.36
98267,billing_npi;servicing_npi,A487650000|A105422800|S5135|2018-03|275|8609|774987.51
98346,servicing_npi,1306912282|A423525800|T2016|2021-03|83|2409|774592.76
98401,servicing_npi,1417080730|M968128100|T1018|2019-10|382|8217|774312.18
98419,servicing_npi,1447348172|M784450100|H2014|2020-08|174|3012|774138.66
98477,servicing_npi,1598830895|A423525800|S5140|2019-03|86|2975|773799.17
98545,servicing_npi,1972678266|A423525800|S5140|2021-02|95|2880|773364.33
98713,servicing_npi,1104991066|A423525800|S5140|2020-09|89|2761|772510.49
98737,billing_npi;servicing_npi,A121677500|A121677500|T1019|2019-01|302|8617|772349.65
98787,servicing_npi,1104991066|A423525800|S5140|2020-11|90|3082|772060.07
98798,servicing_npi,1831264290|A423525800|T2016|2019-01|111|3814|772007.73
98807,servicing_npi,1598830895|A423525800|S5140|2019-05|88|2825|771971.77
98847,servicing_npi,1104991066|A423525800|S5140|2020-08|89|2712|771805.42
98882,billing_npi;servicing_npi,A136957200|A136957200|T2016|2018-12|145|4022|771625.27
98910,servicing_npi,1104991066|A423525800|S5140|2018-05|92|2851|771490.40
98915,billing_npi;servicing_npi,A944716400|A944716400|S5140|2019-10|82|1712|771470.32
98976,servicing_npi,1043385420|A423525800|T2016|2019-07|112|3509|771173.32
99040,servicing_npi,1831264290|A423525800|T2016|2018-03|118|3692|770755.29
99125,billing_npi;servicing_npi,A452642000|A452642000|T2016|2019-01|103|3195|770289.09
99127,servicing_npi,1306068010|A565813600|T1019|2022-05|263|8713|770273.90
99165,servicing_npi,1598830895|A423525800|S5140|2018-01|85|2740|770072.88
99257,billing_npi;servicing_npi,A248521400|A248521400|S9125|2019-09|35|995|769572.60
99403,servicing_npi,1477628758|A423525800|T2016|2021-07|85|2592|768791.15
99414,servicing_npi,1104991066|A423525800|S5140|2020-06|91|3147|768723.41
99420,servicing_npi,1063568574|A268453200|T1016|2021-04|2468|12771|768672.00
99576,servicing_npi,1598830895|A423525800|S5140|2018-12|85|2605|767807.93
99658,billing_npi;servicing_npi,A136957200|A136957200|T2016|2018-07|140|4008|767357.33
99801,servicing_npi,1104991066|A423525800|S5140|2019-08|91|2845|766622.61
99811,servicing_npi,1447348172|A360524800|97153|2022-07|219|5737|766574.71
99832,billing_npi;servicing_npi,A487650000|A105422800|S5135|2018-09|273|8150|766451.58
99889,servicing_npi,1972678266|A423525800|T2016|2018-09|143|4398|766161.00
99928,servicing_npi,1972678266|A423525800|T2016|2018-12|142|4234|765924.57
100013,servicing_npi,1831264290|A423525800|T2016|2019-05|109|3534|765445.11
100069,servicing_npi,1831264290|A423525800|T2016|2018-10|116|3808|765178.10
100072,servicing_npi,1154496008|A423525800|T2016|2018-10|116|3571|765173.69
100102,servicing_npi,1154496008|A423525800|S5140|2021-07|94|2810|765017.05
100164,servicing_npi,1619053378|M968128100|T1018|2018-09|2279|23711|764680.02
100171,servicing_npi,1598830895|A423525800|S5140|2019-09|92|2730|764655.61
100182,servicing_npi,1316012263|A423525800|T2016|2018-06|105|3040|764596.47
100333,servicing_npi,1043385420|A423525800|T2016|2019-03|113|3751|763957.10
100361,servicing_npi,1598830895|A423525800|S5140|2019-11|91|2963|763857.88
100392,servicing_npi,1831264290|A423525800|T2016|2019-07|107|3409|763678.20
100405,servicing_npi,1831264290|A423525800|T2016|2018-04|118|3506|763599.75
100488,servicing_npi,1598830895|A423525800|S5140|2018-08|90|2694|763164.83
100600,servicing_npi,1992216766|A423525800|S5140|2021-02|114|3133|762588.41
100604,servicing_npi,1043385420|A423525800|T2016|2019-08|114|3455|762569.20
100612,servicing_npi,1366881872|814388|S0215|2020-03|479|5144|762539.76
100677,billing_npi;servicing_npi,A136957200|A136957200|T2016|2018-06|139|3980|762260.95
100762,servicing_npi,1043385420|A423525800|T2016|2018-05|109|4692|761786.56
100882,servicing_npi,1467513887|M968128100|T1018|2019-04|2174|26307|761221.11
100894,servicing_npi,1154496008|A423525800|T2016|2021-03|80|2439|761126.82
100973,servicing_npi,1598830895|A423525800|S5140|2018-05|85|2719|760740.80
101001,billing_npi;servicing_npi,A452642000|A452642000|T2016|2018-01|103|3133|760508.49
101008,servicing_npi,1154496008|A423525800|T2016|2019-02|116|3201|760458.24
101033,billing_npi;servicing_npi,A136957200|A136957200|T2016|2019-08|132|3830|760362.08
101094,billing_npi;servicing_npi,A487650000|A105422800|S5135|2018-04|274|8691|760096.60
101200,servicing_npi,1043385420|A423525800|T2016|2018-10|111|4499|759493.40
101263,billing_npi;servicing_npi,A136957200|A136957200|T2016|2019-04|138|3899|759169.44
101279,servicing_npi,1316012263|A423525800|T2016|2018-08|99|2864|759041.97
101307,servicing_npi,1598830895|A423525800|S5140|2018-09|89|2554|758887.71
101407,servicing_npi,1043385420|A423525800|T2016|2018-12|118|14354|758352.47
101444,servicing_npi,1104991066|A423525800|S5140|2019-05|94|2964|758162.47
101452,servicing_npi,1063568574|A268453200|T1016|2021-06|2458|12693|758094.28
101512,servicing_npi,1043385420|A423525800|T2016|2019-09|114|3373|757778.67
101521,billing_npi;servicing_npi,A136957200|A136957200|T2016|2018-04|141|4110|757755.42
101563,servicing_npi,1306912282|A423525800|S5140|2021-01|87|2812|757551.03
101570,servicing_npi,1831264290|A423525800|T2016|2018-11|116|3638|757518.67
101640,billing_npi;servicing_npi,A121677500|A121677500|T1019|2018-10|291|8585|757142.78
101734,servicing_npi,1346604246|A649976700|H0047|2018-03|74|2035|756644.00
101801,servicing_npi,1104991066|A423525800|S5140|2019-11|96|3071|756266.86
101825,billing_npi;servicing_npi,M606270900|M606270900|T2016|2018-02|121|3318|756100.72
101890,servicing_npi,1972678266|A423525800|T2016|2018-11|143|4429|755817.04
101958,billing_npi;servicing_npi,A452642000|A452642000|T2016|2019-03|104|3073|755412.47
102000,billing_npi;servicing_npi,A487650000|A105422800|S5135|2018-05|276|10200|755151.15
102095,servicing_npi,1417080730|M968128100|T1018|2018-10|370|7721|754718.15
102134,billing_npi;servicing_npi,M917673800|A105422800|T2028|2019-01|205|22162|754534.77
102265,servicing_npi,1598830895|A423525800|S5140|2019-06|89|4006|753873.28
102276,billing_npi;servicing_npi,A430029700|A430029700|T1019|2019-01|330|8103|753845.94
102330,servicing_npi,1831264290|A423525800|T2016|2019-06|108|3655|753581.38
102362,servicing_npi,1104991066|A423525800|S5140|2019-09|96|3301|753484.81
102415,billing_npi;servicing_npi,A121677500|A121677500|T1019|2019-04|313|8452|753202.84
102473,servicing_npi,1154496008|A423525800|T2016|2018-07|113|3669|752901.43
102508,servicing_npi,1972678266|A423525800|T2016|2019-02|140|4058|752698.54
102528,servicing_npi,1598830895|A423525800|S5140|2018-11|85|2637|752575.15
102599,servicing_npi,1063568574|A268453200|T1016|2022-05|2524|12516|752147.85
102769,servicing_npi,1831264290|A423525800|T2016|2018-07|117|3906|751275.79
102785,servicing_npi,1609961747|A565813600|T1019|2021-12|224|9671|751186.76
102923,servicing_npi,1447348172|A014968200|H2014|2020-12|185|3401|750456.84
102941,servicing_npi,1598830895|A423525800|S5140|2018-03|86|2930|750373.55
102943,billing_npi;servicing_npi,M606270900|M606270900|T2016|2019-02|109|3134|750361.71
102955,servicing_npi,1346604246|A738731800|H0047|2019-03|81|1842|750295.00
102974,billing_npi;servicing_npi,A452642000|A452642000|T2016|2018-10|102|3091|750160.69
103072,servicing_npi,1831264290|A423525800|T2016|2019-04|108|3310|749680.03
103156,servicing_npi,1104991066|A423525800|S5140|2019-12|95|2995|749228.80
103184,billing_npi;servicing_npi,A136957200|A136957200|T2016|2019-07|138|3912|749086.24
103291,servicing_npi,1831264290|A423525800|T2016|2018-12|114|6385|748422.27
103405,servicing_npi,1417011263|A423525800|T2016|2021-02|99|2767|747778.59
103431,servicing_npi,1104991066|A423525800|S5140|2018-06|92|2940|747686.92
103450,billing_npi;servicing_npi,A136957200|A136957200|T2016|2019-06|133|3793|747612.16
104042,servicing_npi,1598830895|A423525800|S5140|2019-04|86|2763|744680.40
104258,billing_npi;servicing_npi,A121677500|A121677500|T1019|2018-09|280|8060|743542.91
104264,billing_npi;servicing_npi,A121677500|A121677500|T1019|2018-04|286|8470|743502.02
104273,billing_npi;servicing_npi,A452642000|A452642000|T2016|2018-08|102|3042|743428.75
104278,servicing_npi,1154496008|A423525800|T2016|2018-09|114|3444|743401.85
104281,servicing_npi,1104991066|A423525800|S5140|2019-06|92|2786|743391.58
104291,billing_npi;servicing_npi,A136957200|A136957200|T2016|2019-09|128|3697|743337.00
104347,servicing_npi,1881946564|A397151100|S5140|2021-09|130|3868|743084.69
104427,billing_npi;servicing_npi,A150019800|M784450100|S5140|2018-03|84|2503|742715.22
104430,servicing_npi,1396081667|788265|S0215|2020-02|469|4928|742695.66
104536,servicing_npi,1598830895|A423525800|S5140|2018-07|84|2749|742202.01
104541,servicing_npi,1043385420|A423525800|T2016|2019-11|112|3804|742181.47
104575,servicing_npi,1831264290|A423525800|T2016|2018-09|119|3740|741979.47
104628,servicing_npi,1992216766|A423525800|S5140|2021-01|95|2861|741734.86
104642,billing_npi;servicing_npi,A452642000|A452642000|T2016|2018-03|102|3117|741624.18
104659,servicing_npi,1043385420|A423525800|T2016|2019-04|115|3519|741530.93
104690,servicing_npi,1063568574|A268453200|T1016|2020-07|2325|12286|741389.27
104734,servicing_npi,1972678829|A423525800|S5140|2022-02|80|2207|741159.06
104759,servicing_npi,1881946564|A397151100|S5140|2021-08|136|5034|741033.13
104812,billing_npi;servicing_npi,A452642000|A452642000|T2016|2019-05|102|3069|740770.47
105045,billing_npi;servicing_npi,A784457500|A784457500|T2028|2019-10|571|9207|739554.23
105274,billing_npi;servicing_npi,A245728800|A245728800|T1019|2019-03|265|10478|738427.69
105292,servicing_npi,1831264290|A423525800|T2016|2019-08|107|3185|738368.79
105304,billing_npi;servicing_npi,A452642000|A452642000|T2016|2019-07|99|2981|738313.59
105371,servicing_npi,1447348172|M784450100|H2014|2020-11|172|2770|738010.86
105413,servicing_npi,1154496008|A423525800|T2016|2018-05|112|4885|737803.40
105467,servicing_npi,1831264290|A423525800|T2016|2018-02|121|3368|737527.83
105496,servicing_npi,1063568574|A268453200|T1016|2020-06|2298|12101|737406.98
105500,servicing_npi,1154496008|A423525800|T2016|2018-06|108|4475|737397.64
105550,servicing_npi,1154496008|A423525800|T2016|2018-01|111|4588|737164.16
105551,billing_npi;servicing_npi,A150019800|M784450100|S5140|2018-01|82|295|737152.68
105573,servicing_npi,1396081667|788265|S0215|2020-01|465|4918|737069.85
105627,servicing_npi,1043385420|A423525800|T2016|2018-08|109|3310|736827.22
105675,servicing_npi,1346604246|A649976700|H0047|2018-05|75|1790|736575.00
105698,servicing_npi,1598830895|A423525800|S5140|2018-06|82|2581|736489.58
105717,billing_npi;servicing_npi,A452642000|A452642000|T2016|2019-04|106|3015|736375.13
105866,billing_npi;servicing_npi,A487650000|A105422800|S5135|2018-06|276|12193|735576.25
105886,billing_npi;servicing_npi,A452642000|A452642000|T2016|2018-05|101|3051|735477.21
105887,billing_npi;servicing_npi,A121677500|A121677500|T1019|2018-12|276|8095|735475.81
105964,servicing_npi,1063568574|A268453200|T1016|2021-03|2477|12648|735065.69
106108,billing_npi;servicing_npi,A487650000|A105422800|S5135|2018-01|270|2651|734397.28
106283,billing_npi;servicing_npi,M606270900|M606270900|T2016|2019-08|104|3438|733509.80
106314,servicing_npi,1598830895|A423525800|S5140|2018-04|87|2613|733354.04
106380,billing_npi;servicing_npi,A452642000|A452642000|T2016|2018-07|100|3024|733057.06
106423,servicing_npi,1881946564|A397151100|S5140|2021-07|133|4367|732873.52
106689,servicing_npi,1417080730|M968128100|T1018|2019-05|310|7071|731485.56
106698,servicing_npi,1104991066|A423525800|S5140|2019-04|92|2804|731446.77
106780,servicing_npi,1104991066|A423525800|S5140|2019-01|91|2988|731043.72
106812,servicing_npi,1043385420|A423525800|T2016|2019-06|114|3571|730921.14
106869,servicing_npi,1972678829|A423525800|S5140|2021-11|76|2157|730585.13
106919,servicing_npi,1467513887|M968128100|T1018|2018-12|2625|26370|730268.05
106982,servicing_npi,1154496008|A423525800|T2016|2018-04|108|3183|730029.59
107036,servicing_npi,1346604246|A649976700|H0047|2018-04|73|1778|729743.00
107037,servicing_npi,1346604246|A649976700|H0047|2018-06|69|1758|729743.00
107092,servicing_npi,1831264290|A423525800|T2016|2019-10|103|3608|729499.66
107112,servicing_npi,1104991066|A423525800|S5140|2018-08|88|2752|729390.18
107202,servicing_npi,1063568574|A268453200|T1016|2021-08|2409|12003|728957.39
107381,billing_npi;servicing_npi,A487650000|A105422800|S5135|2019-05|250|7263|728093.13
107395,servicing_npi,1316012263|A423525800|T2016|2018-07|103|3264|728039.89
107457,servicing_npi,1043385420|A423525800|T2016|2018-09|111|3926|727806.44
107607,billing_npi;servicing_npi,A136957200|A136957200|T2016|2018-01|137|632|727043.18
107707,billing_npi;servicing_npi,A452642000|A452642000|T2016|2018-04|101|3016|726600.52
107789,servicing_npi,1154496008|A423525800|T2016|2021-02|92|2536|726164.35
107852,billing_npi;servicing_npi,A150019800|M784450100|S5140|2018-05|82|2464|725876.98
107957,servicing_npi,1831264290|A423525800|T2016|2019-09|105|3416|725443.73
107977,servicing_npi,1043385420|A423525800|T2016|2018-11|116|5233|725338.31
107980,servicing_npi,1972678829|A423525800|S5140|2021-10|72|2145|725330.57
108065,billing_npi;servicing_npi,A245728800|A245728800|T1019|2019-01|270|10397|724916.79
108115,servicing_npi,1972678266|A423525800|S5140|2021-01|82|2897|724700.00
108242,servicing_npi,1063568574|A268453200|T1016|2021-05|2431|12201|724121.28
108307,billing_npi;servicing_npi,A487650000|A105422800|S5135|2019-07|262|8177|723830.56
108322,billing_npi;servicing_npi,A487650000|A105422800|S5135|2019-02|267|8766|723749.77
108345,billing_npi;servicing_npi,A452642000|A452642000|T2016|2019-06|100|2910|723628.69
108406,servicing_npi,1447348172|A014968200|H2014|2021-05|164|3686|723362.71
108447,billing_npi;servicing_npi,A452642000|A452642000|T2016|2019-08|99|2964|723145.07
108641,servicing_npi,1104991066|A423525800|S5140|2018-12|92|3445|722189.44
108677,billing_npi;servicing_npi,A150019800|M784450100|S5140|2018-04|83|2437|722036.20
108777,billing_npi;servicing_npi,A136957200|A136957200|T2016|2019-02|139|3626|721610.71
109162,billing_npi;servicing_npi,A245728800|A245728800|T1019|2019-07|256|9853|719804.50
109232,servicing_npi,1043385420|A423525800|T2016|2018-04|107|3096|719459.69
109296,servicing_npi,1316012263|A423525800|T2016|2021-03|72|2202|719168.51
109533,servicing_npi,1619053378|M968128100|T1018|2018-11|2332|21749|718004.55
109597,billing_npi;servicing_npi,A150019800|M784450100|S5140|2018-07|83|2480|717766.53
109648,billing_npi;servicing_npi,A121677500|A121677500|T1019|2018-11|283|8105|717495.15
109816,servicing_npi,1043385420|A423525800|S5140|2022-08|160|2301|716655.62
109859,billing_npi;servicing_npi,A487650000|A105422800|S5135|2019-04|256|7131|716424.06
109872,servicing_npi,1174649644|A302139400|T1019|2019-02|343|10518|716372.42
109880,billing_npi;servicing_npi,A452642000|A452642000|T2016|2018-09|103|2968|716331.97
109972,billing_npi;servicing_npi,A245728800|A245728800|T1019|2019-08|250|9606|715877.65
110014,billing_npi;servicing_npi,A121677500|A121677500|T1019|2018-02|295|8140|715728.36
