state,claim_month,total_paid,total_claims,total_beneficiaries,num_providers
PR,2018-04,25000359.03,1710353,1423474,4279
SD,2019-02,24980247.98,234719,155004,774
PR,2020-02,24961528.529999997,1564398,1299146,3780
PR,2018-03,24931117.909999996,1650144,1374287,4119
SD,2018-12,24850541.13,201184,133460,735
NE,2020-01,24847439.16,468082,367277,1319
SD,2020-07,24846922.94,199147,130462,676
HI,2020-03,24837095.659999993,444692,302332,930
ND,2021-01,24832158.49,228859,120366,445
ND,2019-08,24816319.019999996,170272,109392,400
SD,2020-03,24805893.830000002,205400,128195,709
ND,2019-05,24798989.929999996,175352,110168,424
PR,2020-06,24772372.14999999,1092497,873848,3335
NH,2024-12,24769710.35,138395,70606,451
HI,2019-11,24713903.57,459768,330794,964
SD,2018-07,24711132.659999996,214384,142110,746
PR,2018-01,24671927.03,1684158,1388887,4403
NE,2021-01,24666549.86,555245,395109,1321
NE,2024-06,24533524.490000002,397790,293176,1261
PR,2019-03,24398330.47,1587874,1282808,3589
ND,2022-04,24385641.68,236097,116952,458
ND,2021-02,24310242.449999996,214739,115031,455
NE,2020-12,24267606.02,524508,376560,1262
NE,2019-01,24211158.690000005,515669,393855,1345
PR,2019-06,24181561.15,1486949,1162189,3750
ND,2019-04,24148420.040000003,174478,113647,425
PR,2018-07,24124074.269999996,1573593,1220931,3650
ND,2020-07,24086464.31,164942,105630,403
ND,2020-08,24061159.270000003,165389,107812,404
PR,2020-07,24044800.15,1119804,943509,3460
PR,2018-09,24039977.7,1520933,1267318,3649
ND,2019-01,24004764.290000003,171964,109349,417
PR,2019-11,23893772.099999998,1244336,1022451,3588
ND,2019-09,23776449.340000004,171013,106369,422
SD,2018-06,23735665.72,208521,136791,739
SD,2020-06,23726571.03,191587,122363,680
SD,2020-08,23670878.709999993,198105,131791,662
NE,2019-10,23669599.7,510268,402006,1341
ND,2020-09,23577003.080000002,180267,119107,430
PR,2019-04,23520507.88,1571543,1246290,3686
ND,2018-10,23506632.900000002,191446,127744,449
NE,2020-11,23459884.650000006,494208,362880,1223
SD,2018-02,23456433.060000002,225216,151448,776
ND,2020-02,23451731.909999996,166917,105315,422
ND,2022-07,23418990.750000004,227491,116094,430
NE,2018-01,23269908.410000004,502059,381121,1333
PR,2020-01,23171144.98,1297221,1086956,3599
DC,2024-12,23072097.930000003,156726,49358,187
ND,2018-08,23051115.930000003,186957,127031,442
IN,2024-12,22968807.33,379045,295469,1404
ND,2019-11,22868149.91,163107,101751,388
ND,2019-12,22832255.949999996,156038,95636,377
ND,2022-02,22785744.599999994,224219,108533,450
NE,2018-08,22722099.770000003,514807,400318,1406
NE,2018-03,22542444.299999993,494833,377528,1370
ND,2019-06,22531569.360000007,148948,93309,379
ND,2018-05,22472035.369999997,203208,132387,460
SD,2021-01,22407327.14,172078,99661,592
NE,2019-08,22360619.32,489205,378164,1333
ND,2018-01,22340898.44,203465,135892,464
NE,2019-04,22301069.07,483887,369153,1371
RI,2024-12,22289917.010000005,221462,133214,962
ND,2020-12,22265750.98,175858,100586,423
NE,2018-10,22256530.78,519251,405160,1387
ND,2020-03,22175250.85,140952,86319,374
NE,2020-02,22155734.300000004,422296,330473,1284
ND,2018-11,21994455.63,157589,100655,396
ND,2019-03,21987526.83,146340,94064,370
ND,2020-06,21980381.389999997,148666,95291,382
PR,2019-12,21939163.76,1111866,903993,3461
WV,2024-12,21902980.21,319240,264111,974
DE,2019-08,21862527.029999997,809662,443548,901
SD,2020-05,21796545.169999998,150309,92817,588
ND,2020-11,21739217.51,168230,100360,384
NE,2020-09,21671635.6,465121,351613,1282
NE,2019-12,21550266.93,426623,332363,1204
ND,2019-02,21494881.130000003,150157,96716,400
ND,2018-04,21487771.579999994,192995,127564,441
NE,2020-08,21477019.909999993,461704,353447,1255
ND,2018-07,21449216.51,179286,118959,399
NE,2018-05,21405890.509999998,468250,352355,1318
NE,2018-04,21245306.599999998,468152,355805,1338
NE,2018-02,21199798.03,458063,350437,1306
NE,2020-07,21152863.709999997,452713,341463,1231
NE,2024-11,21087085.610000003,321652,248608,1117
NE,2019-03,21050706.67,451367,345585,1311
ND,2018-03,20979406.529999997,192430,129043,438
HI,2020-05,20910655.560000006,377058,249832,812
ND,2018-12,20885118.629999995,139477,90873,370
NE,2019-05,20868416.560000002,460660,346093,1327
NE,2019-09,20809849.07,451654,351497,1285
SD,2020-04,20755586.000000007,135363,76903,503
ND,2018-06,20640890.61,177856,115929,407
GA,2024-12,20637183.949999996,333964,272268,596
NE,2019-11,20598761.21,422155,330972,1215
NE,2019-07,20325317.109999996,454514,343295,1264
NE,2018-07,20044420.429999996,443649,340229,1290
NE,2019-02,20043736.3,430263,327027,1265
NE,2023-12,20031006.470000003,307442,237198,1107
ND,2018-02,19901969.04,176942,119701,424
NE,2018-06,19372719.32,430360,325044,1279
NE,2018-09,19302408.6,427347,333489,1277
ND,2018-09,19055924.62,140557,91630,375
DE,2019-01,18982229.680000003,918858,466653,929
DE,2019-07,18953536.970000003,786575,426362,869
PR,2019-02,18942061.76,1296996,1075797,3293
ND,2020-05,18932627.230000004,113551,70346,331
DE,2019-03,18849657.26,889285,453168,917
HI,2020-04,18689481.340000004,321724,195973,709
DE,2019-05,18573463.69,865999,451062,915
PR,2020-03,18558806.919999994,996532,830459,3144
NE,2018-11,18555604.54,420974,324720,1258
NE,2019-06,18362289.65,410398,311957,1243
NE,2020-06,18075126.97,395011,295508,1157
PR,2024-12,17985890.63,796306,431091,2122
DE,2019-04,17980965.970000003,837941,452348,923
NE,2018-12,17934475.26,387577,299270,1183
NE,2020-03,17826236.1,330810,252495,1155
PR,2020-05,17499176.04,740256,575329,2696
ND,2020-04,17451620.89,90803,49423,259
DE,2018-10,17087625.76,977720,499389,847
PR,2019-01,17085953.75,1216227,1014980,3190
DE,2019-06,17007471.069999997,723679,401427,870
DE,2019-02,16979947.939999998,799884,420471,905
MT,2024-12,16903929.929999996,203412,104523,704
DE,2018-11,16344121.780000001,882408,429235,890
DE,2024-12,16327307.9,153851,94720,371
DE,2018-12,16022162.77,799499,405078,872
DE,2018-08,15415967.9,834259,394518,789
UT,2024-12,15228699.16,137842,96206,621
OK,2024-12,14683858.059999999,152425,107871,901
OR,2024-12,14655152.500000002,264082,197137,954
ID,2024-12,14609553.41,212383,133778,710
WY,2024-01,14441635.13,137921,87290,568
DE,2018-09,13921092.28,754200,377280,786
DE,2018-05,13901530.309999999,798831,373831,817
HI,2024-12,13817435.03,159083,140132,474
WY,2023-03,13781033.21,137884,86472,585
DE,2018-06,13733820.229999997,725213,340734,798
NE,2020-05,13688346.42,285895,209501,989
DE,2018-01,13679211.21,803003,365920,791
WY,2024-02,13669554.36,127635,81151,569
DE,2018-03,13291182.729999999,747897,352764,797
DE,2018-07,13278552.87,742476,360172,799
DE,2018-04,13191448.090000002,757459,362418,818
WY,2024-03,13094053.540000001,121612,75145,551
WY,2024-04,13055921.430000002,123835,75538,562
WY,2023-05,12981375.870000001,137789,86658,580
PR,2018-11,12946219.84,884671,718619,2936
WY,2023-10,12847622.92,133998,83075,568
DE,2018-02,12715800.38,747044,357098,795
WY,2023-08,12526861.400000006,132453,83004,552
WY,2024-05,12457334.309999999,117211,70936,539
WY,2022-11,12338822.419999998,129443,87168,560
WY,2023-11,12262963.789999997,124888,78184,550
WY,2022-08,12167871.0,123719,82047,558
PR,2018-12,12126793.89,828165,675367,2915
WY,2022-03,11948006.709999999,126724,76615,571
WY,2023-04,11906972.829999998,121057,78424,555
WY,2023-06,11903445.350000001,120257,75026,553
WY,2022-10,11886050.32,126192,82131,578
WY,2023-09,11786033.739999998,121550,77079,538
PR,2020-04,11545798.719999999,432109,328017,1858
WY,2024-08,11496424.33,102837,64539,518
WY,2022-09,11462344.870000001,121295,78520,550
WY,2019-01,11426560.989999998,110491,68545,554
WY,2024-10,11397547.129999999,101608,60759,532
WY,2023-01,11393726.640000002,124402,76778,575
WY,2022-01,11338243.050000003,130184,78691,546
WY,2022-04,11311062.819999998,116669,72591,550
WY,2023-12,11303425.32,109224,69739,512
WY,2022-12,11243874.41,112239,73514,516
WY,2018-08,11237779.94,112161,71677,553
WY,2018-01,11222967.49,119002,76414,590
WY,2018-10,11179310.88,115874,75474,557
WY,2023-07,11177009.479999999,107694,68108,513
WY,2024-07,11139628.780000001,97328,58024,508
WY,2022-05,11137764.729999999,117780,72623,551
WY,2024-06,10987797.639999997,98479,60439,494
WY,2018-03,10969497.629999999,114851,73036,579
NE,2020-04,10922325.559999999,198852,139686,784
WY,2020-01,10921618.89,99612,61162,530
WY,2021-08,10899954.169999998,96862,64091,491
WY,2024-09,10895904.830000002,98782,62712,514
WY,2021-09,10829028.77,115830,71345,512
WY,2023-02,10816156.829999998,115331,71780,558
WY,2022-06,10765173.81,113518,69257,527
WY,2018-04,10642092.17,113355,72875,563
WY,2020-07,10595507.209999999,83246,47733,486
WY,2021-10,10552399.910000002,144333,74902,521
WY,2020-10,10519023.479999999,97684,60809,536
WY,2018-05,10495210.05,110043,68493,574
WY,2019-04,10487038.5,101580,62529,538
WY,2021-11,10458567.73,130049,74901,544
WY,2020-08,10333185.84,84525,50467,513
WY,2022-02,10328900.92,106768,66836,548
WY,2019-10,10327327.89,106518,66155,548
WY,2019-08,10275074.33,95015,57617,530
WY,2018-11,10270334.74,102341,65217,532
WY,2019-05,10261125.97,96704,57907,548
WY,2018-07,10223464.6,96735,59572,496
WY,2019-02,10218931.659999998,102356,64997,539
WY,2019-03,10183203.67,98754,61201,538
WY,2022-07,10179338.580000002,102977,65137,490
WY,2021-12,10097367.12,115614,68688,512
WY,2020-06,10076423.93,83707,49613,488
WY,2021-03,9988540.77,99837,61651,550
WY,2018-09,9969722.829999998,99539,63696,530
WY,2019-07,9926562.539999997,90513,51673,476
WY,2018-02,9919028.7,104986,67963,540
WY,2019-09,9908092.39,94204,58320,527
WY,2020-09,9863993.289999997,89413,55018,512
WY,2018-06,9855908.319999998,96615,58365,506
SD,2024-12,9842845.740000002,115252,82206,485
WY,2021-04,9839409.88,95376,58916,505
WY,2024-11,9728622.08,77876,47353,466
WY,2020-02,9629809.76,86348,52629,498
WY,2021-05,9518729.309999999,93931,56324,494
WY,2021-06,9505268.69,84385,55198,476
WY,2018-12,9485947.82,89806,56200,494
WY,2019-06,9441517.920000002,85834,49699,502
WY,2020-05,9434367.55,74088,41597,434
WY,2021-07,9424099.07,79610,51147,455
WY,2019-11,9402411.92,88864,55198,490
WY,2020-11,9364940.870000001,85674,53385,498
WY,2019-12,9351692.56,87748,53511,485
WY,2021-01,9304149.55,90228,55422,510
WY,2020-12,9225762.899999999,86872,51564,503
WY,2021-02,9163752.950000001,89116,55858,523
WY,2020-03,9036046.049999999,77503,44183,473
SD,2022-12,8903957.16,268487,173493,811
WY,2020-04,8278213.180000001,61323,29816,356
SD,2023-01,7842144.710000001,325305,204199,864
NE,2024-12,7584598.260000002,116580,93791,665
SD,2020-09,6112954.739999999,141294,94582,444
VT,2024-12,5409109.6899999995,58651,42837,354
VI,2023-03,4340914.0200000005,47765,36126,81
VI,2022-08,4246001.600000001,45943,34983,82
ND,2024-12,4069093.3199999994,47165,28136,216
VI,2023-05,3990125.3500000006,44376,33555,77
VI,2022-10,3920396.5599999996,44521,33510,82
VI,2022-03,3883498.479999999,42300,32820,79
VI,2023-02,3861538.1000000006,38824,29058,78
KS,2024-12,3730191.9199999995,119219,99050,263
VI,2023-06,3722823.0500000003,42582,31582,80
VI,2023-01,3639984.0799999996,39586,30425,78
VI,2022-09,3616562.96,38997,29409,81
VI,2023-08,3552644.0700000003,42072,31392,80
VI,2022-06,3446610.9000000004,40136,30077,77
VI,2023-04,3444416.35,35100,26956,70
VI,2022-07,3340859.1600000006,37403,28901,75
VI,2022-11,3314643.45,38075,28173,71
VI,2022-05,3307428.1399999997,39571,30277,79
GU,2023-08,3282870.2100000004,35414,24586,68
GU,2023-03,3258750.6799999997,34271,23472,68
GU,2022-10,3249289.19,34880,24493,68
GU,2023-07,3233430.14,30585,20193,63
SD,2020-12,3199421.5600000005,79046,42609,214
VI,2023-07,3193676.34,37440,27773,71
VI,2022-12,3152740.0400000005,32985,24677,72
GU,2023-09,3114079.4400000004,32373,22266,65
VI,2023-09,3105992.92,36171,27834,77
GU,2022-11,3101869.2800000003,31527,21462,63
VI,2021-06,3046314.3100000005,34499,27375,68
VI,2022-04,3025184.149999999,34630,26668,79
VI,2021-09,3012938.95,33848,26297,68
VI,2021-08,2979858.1799999997,33225,25463,63
GU,2023-10,2937682.1700000004,31282,21504,68
VI,2021-07,2929439.3000000003,31932,24980,62
GU,2022-09,2900725.6600000006,31685,21968,67
GU,2022-08,2890439.6100000003,33880,24240,69
GU,2023-01,2884959.7900000005,31796,20644,66
GU,2024-04,2866509.7500000005,28903,19599,59
VI,2022-01,2864561.15,31162,23974,72
GU,2024-01,2805299.74,29145,20084,63
GU,2023-02,2802558.91,31522,21126,68
VI,2022-02,2778880.33,33486,25989,71
GU,2023-04,2763424.75,28661,19649,67
GU,2023-11,2746373.0900000003,29803,20892,63
VI,2021-05,2724502.2,31830,25587,62
GU,2022-06,2704624.08,29308,19907,65
VI,2023-11,2702145.72,32171,23853,76
GU,2024-05,2687738.9200000004,27004,18456,58
VI,2021-11,2681413.2600000002,29898,22239,67
GU,2022-12,2666898.2,28530,18684,68
VI,2024-01,2663711.07,31361,23377,70
VI,2021-10,2652743.7100000004,31163,24317,63
VI,2021-03,2627195.9799999995,34723,27588,63
VI,2021-04,2622575.0799999996,30489,23846,64
GU,2022-07,2618511.9899999998,29651,19952,66
GU,2024-02,2613085.63,27233,18631,63
GU,2022-05,2590304.01,26491,18206,70
GU,2024-03,2582920.78,26740,17488,62
GU,2023-12,2581934.0700000008,26350,17508,59
GU,2023-06,2569666.17,26892,17697,62
SD,2020-11,2563966.56,69672,38666,157
VI,2023-10,2561965.9500000007,33141,24489,74
VI,2020-10,2491973.6600000006,27467,20667,58
VI,2024-02,2478604.03,31361,23528,67
GU,2023-05,2431210.65,24369,16331,66
VI,2021-12,2425536.62,30354,23164,66
GU,2022-01,2307980.3200000003,24903,16873,61
GU,2022-03,2294565.4,25780,17277,65
GU,2024-08,2245292.4699999997,23262,14927,47
GU,2024-07,2209633.9099999997,24607,16378,53
VI,2019-10,2203960.229999999,30905,24853,49
GU,2024-06,2184052.8499999996,22752,14781,55
VI,2023-12,2159925.1,26718,20097,67
VI,2021-02,2124097.53,25743,19911,60
WY,2024-12,2122452.8699999996,26058,17676,207
GU,2022-04,2108726.8099999996,23469,15985,66
VI,2020-11,2105137.03,23639,18261,58
VI,2020-01,2094599.0799999996,28586,22067,47
VI,2020-12,2089755.6300000001,25631,19718,62
VI,2021-01,2081846.7600000005,25259,19602,63
VI,2020-06,2066466.09,26290,18782,50
SD,2020-10,2060903.4099999997,73264,39934,128
GU,2021-11,2022138.5199999998,23596,16228,63
GU,2022-02,1979510.3200000003,23408,16183,57
VI,2020-09,1976938.9100000001,25230,18194,55
VI,2024-04,1965694.5999999999,32884,22300,58
VI,2019-04,1965567.1099999996,23280,18296,44
GU,2021-08,1964664.41,23428,16877,63
VI,2020-02,1964578.3699999999,27437,21126,52
VI,2020-08,1944694.21,24421,17204,52
GU,2021-12,1916057.09,22217,15273,58
GU,2021-09,1909804.16,22174,15096,61
VI,2019-11,1866581.0000000002,24369,19442,46
GU,2021-10,1863629.33,22391,15294,64
VI,2019-06,1833376.69,24484,19104,43
VI,2024-03,1825103.4900000002,29141,20704,62
VI,2019-07,1807397.46,27617,20281,46
GU,2021-07,1799892.6900000002,20907,14906,64
VI,2020-07,1798104.4100000004,23829,17419,53
VI,2019-05,1793588.53,24753,19703,44
VI,2019-03,1785325.2399999998,23657,19049,44
VI,2019-08,1784169.66,26536,20808,47
VI,2019-12,1763698.3599999996,23012,18539,40
VI,2019-09,1681117.2100000002,24187,19380,44
GU,2021-06,1565814.16,19027,13602,67
VI,2019-02,1562498.5999999999,20642,17151,40
VI,2024-05,1547685.08,28904,21369,58
VI,2019-01,1472480.78,20607,16530,38
GU,2020-01,1468078.6,20148,15050,63
VI,2018-10,1463703.3299999998,22140,18222,40
GU,2020-02,1439316.6599999997,20305,14908,62
GU,2021-03,1378146.21,17416,12794,66
VI,2024-07,1367956.2900000003,29766,18609,58
GU,2021-04,1359091.25,18004,12410,61
GU,2021-05,1346033.07,16934,11488,61
VI,2018-08,1332043.1400000001,19824,15767,41
VI,2024-06,1304312.48,27802,19463,55
VI,2018-09,1271747.6499999997,19365,15778,33
GU,2020-06,1246864.36,17093,12461,64
VI,2018-11,1230449.39,16930,13633,39
VI,2020-03,1229808.25,19489,14178,45
VI,2018-05,1195234.46,16224,13979,35
GU,2021-01,1173145.22,14497,10837,59
GU,2024-09,1146407.6999999997,13935,10155,35
GU,2020-07,1137491.5,16863,12135,65
GU,2019-12,1128212.9,14660,10412,60
GU,2021-02,1113534.86,14375,11108,65
GU,2020-10,1106722.94,16939,11993,59
VI,2024-08,1097632.01,23233,15571,48
VI,2024-09,1095332.25,20222,15459,45
VI,2018-12,1090802.41,15251,12527,34
GU,2024-10,1088859.2899999998,14193,9848,31
VI,2018-06,1079607.8499999996,14255,12419,33
GU,2020-03,1077083.62,14568,9911,57
VI,2018-04,1054230.3800000001,14591,12856,32
VI,2018-03,1042906.45,15202,13612,32
GU,2020-08,1024915.1100000001,14871,10388,58
GU,2020-12,1009570.87,12538,9493,54
GU,2020-11,1007939.52,14052,9894,55
VI,2018-07,1001607.8199999998,14195,11784,33
GU,2020-09,989796.6699999999,14521,9404,58
VI,2020-05,964057.0400000003,14767,10746,41
GU,2020-05,927052.2000000001,13166,8896,60
VI,2018-02,904381.3,13424,12164,30
VI,2024-10,865614.5000000001,14262,12098,42
GU,2019-11,851801.3500000001,10996,7680,48
VI,2018-01,809702.5199999999,11498,10281,31
VI,2020-04,710826.1800000002,11190,7460,39
GU,2020-04,563262.7100000001,7676,4289,49
GU,2024-11,503891.21,6585,4587,15
GU,2019-10,371330.6,6699,4075,35
PUERTO RICO,2024-11,253694.68999999997,6784,2014,16
PUERTO RICO,2024-10,249653.06000000003,6933,3317,20
PUERTO RICO,2024-04,220521.61,5128,3783,20
FLORIDA,2020-11,203867.51999999996,2976,1258,1
PUERTO RICO,2024-03,187203.34,4490,3363,21
FLORIDA,2020-12,185456.92000000004,2752,1094,1
CALIFORNIA,2021-09,185342.72999999995,5542,4700,1
PUERTO RICO,2023-10,184231.37999999998,5054,3534,18
CALIFORNIA,2021-08,180701.26999999996,5913,5222,1
PUERTO RICO,2024-08,179801.43000000002,4261,2714,20
CALIFORNIA,2022-01,174725.94000000006,5101,4395,1
PUERTO RICO,2024-02,173395.65,4786,3882,17
CALIFORNIA,2019-02,172302.94999999998,4471,3143,1
FLORIDA,2020-10,170081.88,2171,1088,1
CALIFORNIA,2021-12,169646.86999999994,4981,4219,1
PUERTO RICO,2024-05,169187.11,4284,3343,20
CALIFORNIA,2019-03,168436.35000000003,4423,3257,1
PUERTO RICO,2023-08,168116.88999999998,4865,3674,18
PUERTO RICO,2024-07,165318.40999999997,3630,2364,17
CALIFORNIA,2020-02,158861.3,6705,4112,1
CALIFORNIA,2021-10,158050.10000000006,5084,4538,1
PUERTO RICO,2023-02,157467.81999999998,5663,3979,16
CALIFORNIA,2023-10,156105.99000000005,4762,4269,1
PUERTO RICO,2024-09,155436.03999999998,3098,2175,16
CALIFORNIA,2020-01,154881.99999999997,6989,4351,1
CALIFORNIA,2018-01,154089.55,3441,2662,1
CALIFORNIA,2018-02,154080.56000000003,3243,2543,1
CALIFORNIA,2019-01,153639.26999999996,4223,3093,1
PUERTO RICO,2023-05,151361.7,5298,3860,18
CALIFORNIA,2019-10,150332.12,7314,4433,1
CALIFORNIA,2023-03,150001.40000000002,4952,4450,1
CALIFORNIA,2023-05,149126.44,4471,3982,1
CALIFORNIA,2023-11,148534.86999999997,4719,4343,1
PUERTO RICO,2023-11,148506.87,4221,3245,20
CALIFORNIA,2018-10,148046.72,4820,3994,1
CALIFORNIA,2021-11,145234.59000000003,4843,4339,1
CALIFORNIA,2018-03,143095.08999999994,3191,2485,1
CALIFORNIA,2022-09,141583.87999999995,4907,4376,1
CALIFORNIA,2023-08,140549.38,4745,4388,1
PUERTO RICO,2023-09,137523.11000000002,3941,3098,19
CALIFORNIA,2018-11,137299.51999999996,3840,3120,1
PUERTO RICO,2023-04,135803.81,4914,3289,16
CALIFORNIA,2019-04,135735.98999999996,3570,2718,1
CALIFORNIA,2022-03,135422.78999999998,4617,4047,1
PUERTO RICO,2023-06,134105.09999999998,4266,3250,20
CALIFORNIA,2024-05,133740.86000000004,3429,3011,1
CALIFORNIA,2022-10,132426.61,4625,4138,1
PUERTO RICO,2023-01,132149.4,5550,3572,16
CALIFORNIA,2019-09,131719.47999999998,6378,3986,1
CALIFORNIA,2023-02,131038.15000000001,4270,3862,1
CALIFORNIA,2023-09,129693.67999999996,4332,4017,1
CALIFORNIA,2019-11,129443.51,6191,3885,1
CALIFORNIA,2022-02,129379.04000000004,4098,3584,1
CALIFORNIA,2019-05,129120.52,3471,2529,1
CALIFORNIA,2024-10,129031.60999999997,3245,3002,1
CALIFORNIA,2019-12,128697.26000000001,6223,3952,1
CALIFORNIA,2023-12,128562.09000000001,3779,3552,1
CALIFORNIA,2024-04,128545.46999999999,3574,3111,1
CALIFORNIA,2021-03,128094.55999999997,4059,3506,1
CALIFORNIA,2022-12,126546.72000000002,3978,3562,1
PUERTO RICO,2023-03,125873.27000000002,4679,3609,16
FLORIDA,2021-07,125326.04000000001,2011,1020,1
CALIFORNIA,2019-08,124176.78999999998,6010,3992,1
PUERTO RICO,2024-01,123897.81,4007,3365,19
CALIFORNIA,2023-06,123835.84999999999,3898,3498,1
CALIFORNIA,2023-04,123618.15999999997,3927,3549,1
PUERTO RICO,2023-12,123575.71999999999,2969,2261,18
CALIFORNIA,2024-02,123439.72000000004,3419,3081,1
CALIFORNIA,2022-08,123199.79000000001,4532,4176,1
CALIFORNIA,2024-09,123178.09,3108,2855,1
CALIFORNIA,2018-08,122622.88,3177,2618,1
FLORIDA,2020-09,122571.97,1648,911,1
CALIFORNIA,2021-07,122181.61,3727,3202,1
CALIFORNIA,2024-08,121652.00999999998,3624,3420,1
FLORIDA,2021-06,120463.48,1854,983,1
CALIFORNIA,2020-11,120160.13000000002,3754,3282,1
CALIFORNIA,2018-12,116872.59,3267,2621,1
CALIFORNIA,2020-03,116811.04999999999,5628,3649,1
PUERTO RICO,2021-08,115900.31999999998,5034,3810,17
CALIFORNIA,2018-05,115845.90000000001,2599,2010,1
CALIFORNIA,2023-01,115656.48000000004,3970,3588,1
CALIFORNIA,2024-01,114836.12999999998,3424,3181,1
CALIFORNIA,2021-05,113721.82,3275,2801,1
CALIFORNIA,2020-10,113641.76999999999,4031,3656,1
CALIFORNIA,2024-07,112857.92000000003,3493,3220,1
FLORIDA,2021-05,111649.79000000001,1813,982,1
PUERTO RICO,2022-06,110924.76000000001,4390,3838,16
CALIFORNIA,2021-06,110622.01999999999,3186,2774,1
CALIFORNIA,2024-03,109966.63,2907,2546,1
PUERTO RICO,2022-05,109756.51999999999,3736,3370,16
VI,2024-11,108570.94,2021,1846,13
CALIFORNIA,2018-04,108351.41000000002,2633,2109,1
FLORIDA,2021-04,108084.90000000001,1556,875,1
CALIFORNIA,2022-11,107856.36999999998,4252,3876,1
CALIFORNIA,2021-04,107695.72,3257,2826,1
PUERTO RICO,2024-06,107296.75,2904,2256,19
PUERTO RICO,2022-08,107115.56000000001,4845,4193,17
FLORIDA,2019-03,106933.39,3497,530,1
PUERTO RICO,2022-04,105069.16999999998,3996,3512,17
FLORIDA,2018-12,104774.49,3184,759,1
CALIFORNIA,2018-09,102277.71999999999,2728,2247,1
CALIFORNIA,2019-06,102212.87,3373,2507,1
CALIFORNIA,2019-07,101533.04000000001,3966,2931,1
PUERTO RICO,2021-10,100739.63000000002,4277,3629,16
CALIFORNIA,2023-07,100489.59999999998,3322,3043,1
PUERTO RICO,2022-01,99996.06999999999,4018,3698,14
PUERTO RICO,2022-03,99551.27000000002,4348,3879,17
CALIFORNIA,2024-06,99439.31000000001,2729,2500,1
CALIFORNIA,2018-07,98924.49999999999,2401,1943,1
PUERTO RICO,2023-07,98430.55999999998,3447,2919,15
GU,2019-09,97523.23,2142,1272,19
CALIFORNIA,2020-12,97024.01000000001,2807,2410,1
PUERTO RICO,2024-12,96883.02,2419,990,10
PUERTO RICO,2021-04,96445.15000000001,4116,3830,16
PUERTO RICO,2021-09,95317.10999999999,4152,3717,15
GU,2019-06,94883.44999999998,1042,254,8
GU,2019-08,94643.68,1383,779,14
FLORIDA,2021-03,94462.17,976,546,1
CALIFORNIA,2021-02,93058.38,2933,2560,1
CALIFORNIA,2020-09,92985.64,5630,3874,1
PUERTO RICO,2022-10,92761.73,4652,3960,16
CALIFORNIA,2021-01,89457.25000000001,2656,2290,1
CALIFORNIA,2018-06,89327.05000000003,2054,1673,1
FLORIDA,2019-01,87240.23999999999,2072,548,1
PUERTO RICO,2021-03,87185.20000000001,3802,3443,17
PUERTO RICO,2021-05,86935.25,3642,3279,19
PUERTO RICO,2021-12,85217.64,3724,3355,15
FLORIDA,2019-02,83781.77000000002,3426,481,1
PUERTO RICO,2022-11,82472.31000000001,2926,2315,17
GU,2019-05,82194.42,665,341,9
PUERTO RICO,2021-06,81932.23999999999,3014,2778,16
PUERTO RICO,2021-07,78039.52,3237,2682,18
PUERTO RICO,2022-09,77587.37999999999,3214,2652,14
FLORIDA,2021-02,77410.57,892,547,1
FLORIDA,2019-04,77067.66999999998,2357,574,1
CALIFORNIA,2020-07,77015.20000000001,3900,2588,1
CALIFORNIA,2024-11,75448.54999999997,1531,1416,1
PUERTO RICO,2022-02,69031.51,4090,3783,15
PUERTO RICO,2018-06,68539.22,5147,3861,24
CALIFORNIA,2020-08,68180.23,3693,2447,1
PUERTO RICO,2020-12,67486.90000000001,2437,2257,17
PUERTO RICO,2021-11,66655.12999999999,3376,2818,16
PUERTO RICO,2021-02,66502.72,3282,3147,15
FLORIDA,2021-11,66294.55,744,494,1
AP,2018-03,64874.27999999999,2383,2054,6
PUERTO RICO,2018-08,64629.06999999999,4658,3736,21
PUERTO RICO,2022-12,63192.95999999999,2547,2191,16
FLORIDA,2021-10,62489.6,693,452,1
PUERTO RICO,2020-11,62340.00000000001,2643,2283,18
CALIFORNIA,2020-06,62322.83000000001,3392,2291,1
PUERTO RICO,2020-10,60645.92,2901,2689,16
FLORIDA,2020-07,60631.79,762,432,1
PUERTO RICO,2018-05,59365.95,4567,3713,21
AP,2019-10,58255.700000000004,2762,2637,6
AP,2019-03,57879.86000000001,2834,2542,7
PUERTO RICO,2021-01,57754.33,2446,2313,16
CALIFORNIA,2022-04,57090.79,2985,2791,1
PUERTO RICO,2022-07,56962.17999999999,3153,2678,17
AP,2019-04,56681.54,2242,2025,6
PUERTO RICO,2018-02,56418.28,13706,11735,22
PUERTO RICO,2018-04,56109.78,4296,3673,22
PUERTO RICO,2018-03,55529.340000000004,13628,11982,20
AP,2019-11,55051.99,2791,2688,5
FLORIDA,2021-08,55002.62999999999,811,560,1
PUERTO RICO,2019-10,54869.799999999996,3772,2826,20
PUERTO RICO,2018-01,54601.25000000001,13267,11494,26
CALIFORNIA,2020-05,53115.33,2586,1777,1
FLORIDA,2020-08,53031.00000000001,584,421,1
PUERTO RICO,2019-05,52329.97,3379,2411,18
PUERTO RICO,2018-09,51444.82000000001,3289,2632,18
AP,2019-08,51023.07,2321,2222,5
PUERTO RICO,2018-07,50694.76,4168,2856,21
AP,2019-07,49676.619999999995,2273,2051,5
PUERTO RICO,2018-10,49132.130000000005,3943,2583,20
AP,2019-01,49107.92,2406,2129,6
