state,claim_month,total_paid,total_claims,total_beneficiaries,num_providers
IL,2020-01,254246182.6800001,7445994,4769054,18087
KY,2020-01,254239592.44999996,5299603,3318081,4867
IL,2019-10,253366688.67,8018349,4882673,17566
KY,2020-09,253340041.3,4812995,3041090,4654
TN,2020-01,253287387.7500001,5535695,3486661,5912
VA,2018-04,253199778.69000006,3728698,1953323,6926
TN,2021-10,252564093.35999998,4985390,3293784,4468
MD,2022-05,252374535.69000003,3562305,2325954,5504
WA,2023-05,252373196.67000002,4912355,3690407,3531
MO,2020-11,252156864.58000007,3487214,1050214,3883
VA,2018-01,252131846.24000004,3730059,1998654,6933
CO,2021-08,252081065.14000008,4151300,2072706,4864
AZ,2018-03,251982915.9,6428127,3841456,4629
KY,2020-07,251899782.57,4665289,2925200,4520
IN,2023-04,251731744.46,4553301,2919279,4472
IN,2024-02,251619474.0999999,4200181,2863744,4463
TN,2021-07,251177428.62000003,4975402,3219802,4465
LA,2022-05,250787907.88,5156866,3262852,5608
WA,2024-04,250601740.76,4716663,3478366,3389
AZ,2018-07,250401173.5,6139264,3713941,4481
IL,2021-12,250160436.85000002,5626427,4149479,17539
WA,2024-03,249956384.61,4668489,3420970,3408
LA,2024-06,249677998.43999997,4806463,2841428,5220
MD,2022-06,249545846.04000008,3435553,2306451,5567
IL,2021-08,249503810.85000005,5980862,4496109,17634
WA,2024-01,249317993.60000002,4584923,3460343,3414
TX,2020-09,249268030.24000007,5859281,2561889,8218
KY,2020-08,249246598.11999995,4690148,2966492,4596
CO,2021-07,249102801.5,4051166,1935511,4694
TN,2022-06,249046974.93,5090714,3304487,4403
VA,2018-11,248975933.19999996,3697351,1988642,5610
LA,2021-08,248934715.09999996,5427556,3434796,5692
LA,2023-02,248722280.80999994,5661527,3304930,5684
IN,2022-03,248696495.47999996,4801988,2962128,4560
IN,2024-03,248678663.15,4024509,2733681,4389
IN,2022-11,248465296.12000003,4926971,3035010,4464
LA,2022-06,248037009.24999994,5178404,3256314,5511
KY,2020-12,247722789.08,4513027,2760191,4502
IL,2021-11,247503872.04999998,5787695,4212885,17614
TN,2022-04,247460817.45,5060758,3276349,4424
TN,2021-04,247399625.27,5110352,3304658,4506
IN,2023-02,247106967.41,4765160,2972731,4536
VA,2018-07,246984554.94999996,3512792,1884786,6296
CO,2021-10,246022407.85000002,4156846,2043345,4856
CO,2021-03,245353848.61999995,4276321,2058819,4789
LA,2021-10,245311612.59999996,5220011,3277707,5675
KY,2019-01,244892338.83999997,5044258,3258524,4964
IN,2021-04,244761694.74,4613803,2867515,4639
KY,2019-08,244671489.90999997,4929111,3102298,4941
IL,2020-07,244579391.51999995,6190997,3698943,15622
IN,2021-07,244443637.73999992,4185557,2570718,4356
MD,2022-07,244287604.03000006,3159771,2102730,5426
AZ,2018-04,244240127.46999997,6294937,3725296,4593
VA,2018-02,244154561.57,3669780,1983644,7007
CO,2021-06,244093348.20999998,3944127,1945780,4829
AZ,2018-06,244045064.49999997,6046317,3623343,4426
LA,2021-11,243191229.84000006,5176254,3222527,5745
CO,2021-12,242919338.40000004,3845444,1934785,4855
AZ,2018-09,242918304.42000002,6083006,3595603,4455
KY,2018-10,242885114.81000003,5046197,3262836,4972
IN,2022-10,242831505.07000002,4834218,2970120,4535
IN,2022-09,242766924.30999994,4816218,2938019,4455
MD,2022-04,242682633.7400001,3404856,2278220,5491
VA,2018-06,242610156.06,3492505,1856910,6409
LA,2022-07,242397626.42000002,5069450,3123142,5427
KY,2019-03,242369576.91999996,4895147,3112220,4928
IN,2023-06,242153521.33999994,4318255,2884821,4336
KY,2019-05,242077518.76999998,4666533,2930634,4860
WA,2024-02,242019779.67999998,4513967,3330766,3388
IN,2021-06,241756097.17000002,4084500,2568290,4427
MO,2020-04,241576965.01000008,3032797,751986,4189
CO,2021-04,241529010.62999997,4157064,2049344,4924
MD,2022-01,240932599.27000007,3402000,2258456,5366
KY,2018-08,240828607.42999998,4975298,3231394,4920
TN,2021-05,240816215.54,4783106,3081131,4440
WA,2022-03,240462119.93,5105842,3795419,3625
KY,2019-04,240070766.27999997,4778811,2991788,4928
CO,2021-11,239911979.9100001,3920729,1993081,4833
MD,2021-10,239877972.10000005,3563156,2427347,5478
MD,2021-12,239676396.76999995,3505906,2383233,5407
KY,2020-11,239260144.42,4472826,2818857,4529
TN,2021-01,239247554.60000005,4735879,2969811,4369
LA,2022-04,239085373.09,4974276,3145405,5557
KY,2019-09,238873684.67000002,4819491,2991348,4859
MD,2021-11,238757751.15000004,3477405,2338216,5411
WA,2023-10,238603570.85,4611527,3495664,3441
MO,2021-02,238306301.29999995,3235198,1010468,3831
LA,2021-03,238156276.20000002,5542838,3386954,6091
CO,2022-02,238135446.04000002,3764825,1792198,4716
TN,2021-06,238012032.37000003,5007591,3229443,4454
VA,2018-09,237884255.06999993,3456783,1884310,5721
MN,2020-05,237781028.20000002,2741846,1085710,2976
IN,2021-05,237706091.23000008,4205987,2615039,4543
TN,2020-10,237606671.40000004,4941638,3125830,5604
WA,2023-01,237281861.76000002,4768141,3577098,3502
WA,2024-10,237131471.91999996,4397843,3347954,3226
LA,2024-11,236494159.22,4205272,2574554,4882
MD,2021-09,236206846.14000002,3504498,2415790,5408
WA,2023-08,236124568.46,4573972,3436595,3412
TN,2022-02,235209002.89000002,4702328,3103711,4385
IN,2023-12,235150352.11999997,3803221,2650626,4237
VA,2020-04,235119485.02999997,3117824,1394334,4191
KY,2020-06,234528016.36999997,4291242,2667811,4262
VA,2018-12,234384476.89999998,3351327,1796914,5022
IN,2022-12,234230414.23999992,4500687,2794438,4324
TN,2020-07,234014031.83999994,4578358,2867079,5507
AZ,2018-02,232774806.48,5879066,3543369,4493
KY,2019-07,232760365.4500001,4598910,2847240,4605
MD,2022-02,232736468.91999996,3295564,2199056,5424
CO,2020-01,232558307.22000003,4566318,1951029,3967
CO,2021-05,232554451.38000003,3774865,1843732,4693
KY,2020-02,232499682.91999996,4683833,2997270,4740
TN,2020-06,232327820.99,4435778,2766013,5383
WA,2024-07,232159098.76000002,4209804,3158422,3188
MD,2021-03,232047135.31,3530280,2383452,5514
LA,2021-07,231790672.78999996,5039658,3132996,5516
WA,2023-06,231528841.83000004,4483492,3387487,3414
IN,2024-10,231447047.73999998,3780746,2638577,4218
WA,2024-08,231119512.99,4191598,3173616,3187
IL,2019-08,230854597.23999995,6918566,4587678,16767
IL,2020-08,230818701.71000007,5976789,3750917,15809
IN,2023-07,230701282.39999992,3843506,2674187,4179
IL,2022-02,230634942.71000004,5352729,3856723,16861
TN,2020-09,230324275.22,4654442,3001468,5694
IN,2022-05,229909306.87,4391936,2726671,4471
MD,2020-01,229590909.11999995,3853574,2361530,5354
KY,2018-03,229571601.14999995,4835288,3105514,4907
TN,2020-08,229048896.55000007,4505192,2906798,5605
IN,2022-01,228927014.03000003,4468251,2747004,4304
KY,2018-05,228810607.23999998,4653859,2996545,4861
NC,2024-12,228724095.12000003,7755098,5325042,6357
IN,2024-08,228640552.00999993,3780461,2667483,4326
IL,2020-02,228614315.05000004,6683544,4436553,17351
MD,2021-08,228578612.28,3371094,2325510,5433
KY,2019-11,228309646.04000002,4477563,2811232,4792
LA,2019-10,227890365.11,5228268,3264653,5670
WA,2022-08,227788723.82999998,4646541,3495219,3367
LA,2022-02,227603310.83000004,4882015,3101595,5504
MN,2020-04,227501709.98000005,2521818,895310,2680
IL,2021-04,227380246.43999994,5684074,4174519,17073
IL,2021-07,227371222.68000013,5341070,3944303,16458
KY,2019-12,226994949.44000003,4486321,2835093,4683
WA,2022-05,226903817.78999996,4652086,3475481,3496
TN,2020-02,226844066.29000005,4773888,3061293,5689
CO,2019-08,226825926.06000003,4343418,1934169,3794
IN,2022-06,226629555.41999996,4274575,2662750,4298
NM,2024-01,226552053.67000002,2405829,1502688,2059
WA,2023-04,226464989.11999997,4450111,3354621,3429
IN,2021-01,226327401.63,3927167,2355475,4446
KY,2019-02,226254189.67999995,4714427,3045942,4861
TN,2020-12,226138771.43999997,4336397,2739773,4695
WA,2023-11,225567496.39,4316911,3288666,3366
IN,2022-04,225220500.62,4344807,2683875,4449
LA,2021-06,224943397.30999997,4905632,3057417,5555
IL,2021-01,224846343.74000007,5117181,3575518,15680
TN,2020-11,224751678.48999998,4404382,2782776,5324
IL,2020-10,224575079.81,5799828,4068216,16631
IL,2019-09,224437258.4,7270979,4398392,16672
WA,2022-11,224392271.51,4444588,3360170,3425
CO,2019-10,224322671.45999998,4552608,1972416,3828
NM,2024-05,224234414.35999998,2303648,1395793,2038
KY,2021-02,224178197.62999997,4239942,2570899,4430
CO,2019-07,224033245.73000002,4058093,1834058,3748
IN,2024-05,223495858.34000003,3587298,2493820,4351
LA,2021-04,223339384.80999997,5037868,3082702,5920
TN,2020-03,223182691.43999994,4181568,2578476,5344
NM,2024-04,223104599.57000005,2351452,1450118,2045
CO,2020-10,222896344.07999998,4002435,1933422,4304
WA,2024-06,222571628.69000003,3982926,3016102,3242
KY,2018-11,222444473.05999994,4498203,2902984,4795
IN,2024-04,222379635.19,3668533,2535551,4282
WA,2022-10,221929688.88999996,4566113,3444700,3423
TN,2019-11,221822410.54999995,4597391,3006122,5655
WA,2023-02,221729059.62000003,4373130,3292658,3441
NM,2024-03,221629986.44,2275792,1402157,2031
TN,2019-12,221607700.67999992,4661841,3042926,5651
FL,2018-12,221535795.77,6434339,3291483,6864
LA,2021-05,221349731.67,4728613,2923309,5647
WA,2022-06,221324481.51,4507219,3402381,3413
KY,2018-09,221273566.32999992,4458180,2886099,4775
NM,2023-08,221099613.99000007,2350578,1481624,2093
IN,2020-01,220577395.32,4089593,2484893,4537
IN,2024-07,220268354.80999997,3672960,2490005,4129
LA,2020-01,220066275.62000003,5032447,3069024,5530
IL,2020-09,219988454.1299999,5750652,3843091,16352
MD,2021-06,219835426.43999997,3262460,2222014,5397
WA,2024-09,219771273.42,3953594,3022561,3166
IN,2020-09,219587928.33999997,3874258,2265675,4534
TN,2019-10,219538045.82000002,5373819,3459951,6042
CO,2021-01,219180305.75999993,3652467,1787284,4326
KY,2018-04,219136188.5,4497752,2891361,4817
CO,2020-08,219080115.26,3679873,1768231,3944
IN,2020-10,219046499.0,3932296,2405888,4592
WA,2021-03,218940780.73000002,4965075,3627423,3776
IL,2019-07,218851888.70000008,6334411,4167620,16059
LA,2021-01,218730172.27,5077466,2938135,5592
IN,2021-09,218585768.45,4288636,2758445,4406
MD,2021-04,218483730.32,3319365,2266074,5335
IL,2021-06,218068005.3499999,5193509,4028157,16709
WA,2022-04,217844805.73999998,4586938,3363998,3445
LA,2021-09,217841068.99999997,4734088,2939245,5382
KY,2018-07,217748377.87,4305943,2771476,4440
NM,2024-02,217551764.42999992,2312922,1451749,2053
TN,2019-01,216872626.4299999,5301866,3350017,5946
IN,2024-09,216757198.87999997,3466957,2439740,4217
CO,2020-12,216409586.8099999,3640985,1721444,4072
MD,2021-07,216287405.04,3171620,2145151,5346
WA,2022-09,216267567.65,4454538,3346043,3447
CO,2020-07,216192931.78999996,3674047,1757639,3940
CO,2020-09,216126088.6,3792489,1815156,4180
IL,2021-05,216066534.48999995,5320801,3972549,16744
IL,2021-02,215919013.74999994,4910245,3452978,15342
WA,2022-01,215797577.78,4455263,3359886,3445
NM,2023-10,215660976.66,2228930,1391399,2026
TN,2019-08,215580333.45000008,5211692,3356950,6037
KY,2019-06,215473797.26,4040725,2525811,4434
TX,2020-08,215152076.96999994,4814426,2029803,7203
LA,2020-12,214890477.04999995,4705792,2772207,5350
KY,2018-01,214260498.41000003,4604660,3011663,4792
IL,2019-04,214162683.13,6523242,4321512,16824
LA,2019-01,214157722.79999995,5294208,3173996,5611
WA,2023-09,213766643.76000002,4119100,3132669,3357
WA,2023-12,213635648.78999996,4014879,3057691,3260
CO,2020-06,213089008.21000004,3442996,1662536,3829
IL,2019-11,212972659.01999995,6625812,4137866,16548
KY,2020-03,212833379.45,3953405,2446390,4384
CO,2021-02,212614176.67,3674623,1775724,4407
MD,2021-01,212327812.68999997,3164535,2069191,5192
KY,2018-12,211583622.44000003,4120745,2664023,4651
WA,2023-07,211483250.1,4087270,3053239,3222
IN,2021-11,211099330.88,4411801,2731728,4543
CO,2019-05,210875046.85000002,3930109,1774978,3770
LA,2018-10,210689321.49,5235842,3269013,5651
WA,2021-10,210417417.37999994,4619759,3466138,3586
MD,2021-05,210357989.79000002,3100225,2091567,5291
MN,2018-10,210274182.25000003,4545518,2148559,3833
CO,2019-04,210021606.75000003,4007281,1829222,3867
NM,2023-03,209721133.44999996,2520105,1602024,2151
CT,2023-03,209688722.04000005,4787618,2882350,3434
LA,2020-10,209627177.61,4703769,2824054,5396
TN,2024-11,209427403.11,3683347,2592532,3700
TN,2020-05,209366758.8500001,3543911,2161260,4879
CO,2019-12,209307047.29999998,4033059,1731187,3716
TN,2019-05,209292213.32,4920778,3157697,5902
WA,2021-08,209252514.04999998,4569658,3409600,3500
LA,2019-11,209147432.32000005,4453973,2797894,5381
TN,2019-04,209084521.27,5116957,3282917,6026
TN,2021-02,208954665.96999994,4063237,2568862,4184
MD,2020-10,208882264.02,3280166,2178187,5283
CO,2019-09,208865246.70000002,4126733,1797486,3710
IN,2020-08,208794276.24000004,3571842,2179165,4400
IN,2021-10,208258787.49,4252207,2674404,4423
TN,2019-09,207739868.43999988,4901450,3132795,5840
TN,2019-03,207718772.95999995,4997009,3188864,5916
WA,2021-09,207515846.39999998,4491547,3382466,3565
LA,2018-08,207376850.37000003,4897355,3031305,5526
IN,2021-12,207305253.70000002,4212008,2646769,4475
IL,2019-03,207236236.91000012,6446175,4353428,16570
NM,2023-11,207196406.46,2102299,1308486,2022
MD,2020-02,207123300.18,3465644,2171765,5248
IL,2020-12,206702606.95999995,4870462,3396667,15432
WA,2022-12,206548131.19999996,4109006,3091995,3305
WA,2021-04,206393525.28999996,4642321,3430689,3668
LA,2019-08,206367252.15999997,4705327,2950074,5555
IN,2022-07,206174209.9,4008720,2492458,4166
TN,2018-08,206118657.39000002,4972830,3273245,6039
CO,2018-10,205921569.90999994,4071923,1937136,3820
CO,2019-01,205768665.5800001,3911042,1849248,3853
TN,2018-01,205677876.9099999,4851654,3050337,5767
WA,2021-11,205598505.92999995,4459540,3328591,3539
WA,2021-06,205535168.38,4590489,3404063,3647
IL,2020-03,205494482.04999998,5322683,3480590,15385
IL,2019-05,205355496.28000003,6475105,4197267,16705
NM,2023-09,205132563.95999998,2095839,1293552,2023
TX,2020-01,205043423.44000003,5836208,2104902,6851
TN,2019-07,204982552.84,4870690,3138460,5869
LA,2020-11,204788802.68999997,4522771,2696235,5292
NM,2023-12,204767180.31,2016234,1237393,1966
CO,2020-02,204689743.88,4061876,1688385,3851
IN,2019-10,204252689.79999998,3985787,2442864,4645
IL,2019-12,203876015.68999997,6296255,4089306,16880
CO,2019-11,203873597.62,4061894,1747884,3702
IL,2024-11,203780014.09000012,4006254,3104962,15508
TN,2018-10,203779095.62000003,5139693,3336630,6077
CO,2020-11,203633891.53,3484634,1656252,4028
CO,2018-08,203620624.58999994,3854010,1830158,3815
KY,2018-02,203445456.02,4422735,2919944,4776
NM,2023-07,203367093.45999998,2085572,1286929,1992
IN,2021-02,203273677.71000004,3555138,2163718,4429
NM,2023-05,202902201.72,2414138,1518226,2108
LA,2018-01,202852370.44999996,4862436,2864387,5402
WA,2020-01,202649195.67999995,4592643,3392985,3652
LA,2019-12,202644925.37999997,4157199,2571571,5308
LA,2019-03,202573497.13000003,4784584,2936547,5493
LA,2018-03,202530757.12999997,4669041,2778482,5497
NM,2024-06,202112213.42,2028584,1227567,1922
LA,2020-07,202051606.22,4351985,2527808,5038
CT,2023-05,201990667.96,4600141,2737750,3407
IN,2020-12,201856798.26999992,3440815,2100592,4344
CT,2024-01,201843568.92,4424722,2694819,3266
LA,2019-02,201580693.53999996,4891953,3006281,5529
WA,2021-07,201509038.42,4396987,3277813,3478
LA,2020-02,201496386.01000005,4536915,2716796,5400
TN,2018-03,201305486.89,4819665,3053969,5914
KY,2018-06,201091567.47000006,4045578,2636191,4491
NM,2023-01,201025789.89999998,2388430,1521873,2094
MD,2020-12,200849888.36,2964045,1949877,5083
LA,2019-09,200407866.7,4579777,2877750,5502
CO,2019-03,200367254.01,3748175,1738868,3756
WA,2019-10,200306756.84,4779065,3527803,3731
WA,2021-05,200140444.66,4424005,3274488,3628
IN,2020-07,199999903.48000005,3487983,2118286,4278
IL,2019-01,199623078.26000002,6191803,4051537,16115
LA,2020-09,199482651.38,4390582,2629522,5262
IN,2020-02,199407073.85999998,3614813,2204884,4458
WA,2022-07,199377288.67999998,4051642,3046455,3216
MD,2020-09,199181814.64000005,3016003,2022475,5229
LA,2018-05,198883276.15,4443485,2712552,5453
TX,2020-07,198863356.57999998,4257415,1896336,6371
IL,2020-06,198714924.33999997,5122659,3494982,14844
WA,2021-12,198660484.83,4249558,3154246,3453
IN,2020-11,198626780.31000006,3452139,2107159,4324
WA,2022-02,198405206.14999998,4203577,3142483,3438
IN,2019-05,198302059.93,3631686,2185929,4444
KY,2020-05,198145834.89999998,3391636,2026685,3900
CT,2023-01,198024066.86,4444374,2684665,3330
IN,2019-04,196939435.52999997,3755031,2254111,4569
TN,2018-05,196864114.79,4701686,2994690,5828
CT,2024-05,196734339.52999997,4306332,2618785,3184
TN,2020-04,196698519.59,2973447,1662766,4126
TN,2018-04,196673966.64,4786674,3003688,5847
IN,2019-08,196613204.23999995,3628695,2219987,4485
CO,2019-06,196057699.51999995,3482540,1607113,3563
IL,2020-11,195982581.99,4723923,3346014,15248
CT,2023-10,195481630.91000003,4455808,2693534,3272
LA,2019-05,195415382.47000003,4444817,2721257,5509
CT,2024-03,195408484.4,4356199,2631906,3232
NM,2023-04,195022280.23000002,2299446,1459551,2107
TN,2018-02,195010874.31000006,4729177,3041441,5766
IN,2019-03,194829035.74,3695918,2243770,4497
IL,2019-02,194756867.07,6082534,4003726,16024
TN,2019-02,194313021.53,4840020,3106941,5771
IN,2019-01,193964607.01,3735717,2180706,4484
LA,2019-04,193675451.41000003,4538133,2777381,5547
LA,2018-04,193644423.07,4405843,2676793,5423
NM,2022-11,193633571.47999996,2319543,1501831,2056
IN,2022-02,193591878.34,3766992,2297101,4243
MD,2021-02,193561803.62,2799541,1867377,5087
MD,2020-11,193455709.21000004,2903355,1935102,5079
WA,2020-10,193418228.57999998,4554462,3331894,3572
IN,2024-06,193321511.44999993,3000059,2147882,3957
WA,2019-01,192886185.11000004,4568892,3371095,3752
CT,2024-04,192595809.26999998,4275858,2618759,3206
NM,2022-12,192165544.58,2221321,1416564,2033
NM,2022-10,191812663.75000006,2300081,1468323,2074
CO,2019-02,191773515.6,3628063,1706462,3745
NM,2023-06,191532474.55999997,2207654,1392380,2022
WA,2019-05,191436296.09000006,4415105,3261673,3693
TX,2019-10,191225622.2,5713350,1884974,6618
LA,2020-06,190920574.60000002,4147558,2406119,5009
CT,2022-03,190848938.2,4579841,2719896,3398
IN,2019-07,190724642.21,3467535,2123302,4313
OK,2023-03,190647018.08,2165064,1658434,3297
LA,2020-08,190596355.69000003,4023890,2354042,5064
LA,2018-11,190589455.99999997,4537793,2791998,5433
TN,2018-11,190447256.16,4529274,2938720,5761
NM,2022-08,190376413.56000003,2267666,1430307,2101
LA,2019-07,189639952.16,4277593,2600488,5306
TN,2018-07,189602297.74000007,4477094,2908642,5765
WA,2020-02,189062662.87,4222921,3129368,3626
WA,2021-01,189028274.78000003,4239735,3090425,3552
MD,2020-07,189025038.42,2740251,1805065,4980
WA,2019-04,189000209.31,4412014,3269057,3703
IN,2019-09,188849536.83999997,3584352,2150408,4429
LA,2021-02,188739394.33000007,4213542,2490363,5598
LA,2018-07,188667200.50999996,4255541,2605310,5260
LA,2018-09,188592781.83000004,4447281,2733434,5413
WA,2019-03,188553390.80999994,4411023,3291526,3702
TX,2020-02,188099962.47,5441689,1937415,6698
CO,2020-03,188049097.42000005,3497759,1375942,3569
CT,2024-02,188006508.29000002,4183618,2538329,3195
MD,2020-08,187684033.50000006,2709020,1817814,5016
CT,2023-08,187589148.03999996,4259594,2592711,3239
IN,2020-06,187368689.89,3303873,1969258,4182
CT,2022-10,187357962.96999997,4275228,2604591,3238
NM,2022-09,187221496.24,2286521,1456219,2061
CT,2022-11,187176651.90000004,4210486,2572450,3227
CO,2018-11,186894078.46,3561162,1696810,3727
TN,2018-09,186805991.61,4386836,2842089,5741
LA,2020-03,186793122.53,4011535,2258134,5172
CO,2018-07,186259415.2,3433998,1601660,3551
CT,2024-10,186040671.8,3991377,2501442,3075
OK,2023-08,186031343.14000002,2119881,1634093,3255
NM,2023-02,185758738.62999997,2241695,1438065,2090
CT,2023-06,185543660.72000003,4232952,2549618,3310
TN,2019-06,185408884.30000004,4292599,2787372,5659
CT,2021-03,185304523.11,4525847,2694823,3404
CO,2020-05,185196626.21000004,2856371,1257784,3412
CT,2023-11,185102371.86000004,4181793,2495881,3220
LA,2018-06,184971326.56000006,4026559,2459165,5246
LA,2018-02,183639533.11,4372707,2602613,5374
MD,2020-03,183117129.21999997,2793879,1723278,4856
WA,2020-12,183062051.19000003,4058344,2951449,3456
IL,2019-06,182998398.91,5481162,3721684,15599
WA,2024-11,182846794.14,3305177,2576246,2868
LA,2018-12,182689890.93000004,4175345,2519665,5268
WA,2018-10,182550195.79999995,4784364,3465251,3716
WA,2020-09,182548317.62,4174809,3065691,3494
OK,2023-05,182475770.8,2034626,1538353,3210
CT,2022-08,182469682.85,4241762,2582213,3210
WA,2019-08,182433124.87,4201199,3120757,3552
MD,2020-06,182181371.19,2592702,1640936,4808
TN,2018-12,182061302.79999992,4181837,2692486,5464
IN,2019-12,182035679.38,3291018,2043897,4302
WI,2024-04,181949699.9,3785956,2153468,3849
IN,2019-02,181761293.82,3497538,2094373,4459
WA,2019-07,181552188.95000002,4243915,3084508,3517
CT,2021-10,181328164.83,4429715,2602010,3282
NM,2022-03,181087015.19999996,2250159,1413044,2149
CT,2021-12,181026871.68,4383503,2573757,3200
CO,2018-09,180880876.59,3406351,1586763,3598
NM,2022-01,180865207.27000004,2116833,1356611,2046
WA,2020-07,180832693.76999998,4090339,2973128,3377
CT,2020-01,180824058.76999998,4546368,2663499,3526
WA,2019-12,180791037.3,4094787,3072596,3490
CO,2018-12,180690513.43999997,3374247,1565139,3568
CT,2022-09,180663937.37,4154813,2532101,3248
WA,2021-02,180600471.69,4069480,2963418,3592
CT,2023-04,180582577.13999996,4225311,2494232,3313
TX,2019-12,180522247.45000005,4804253,1669163,6174
CO,2018-05,180307416.05000004,3428179,1613801,3502
CT,2021-09,180226483.16000003,4330058,2567935,3213
CT,2022-12,180188117.42999998,3984856,2425462,3151
CT,2023-02,180120589.34999996,3987762,2459891,3271
CT,2024-07,180033137.56999996,3995248,2454935,3056
PA,2024-12,179992190.09999993,1864116,1323162,6819
WI,2024-05,179639454.50999996,3608778,2028503,3775
CO,2018-03,179405620.1,3518666,1728548,3592
TN,2018-06,179211999.68,4240284,2732755,5631
CT,2022-05,179194016.69,4196073,2525532,3251
IN,2019-11,179093888.89999998,3327518,2053578,4345
CO,2018-01,178767673.59000003,3739181,1770135,3637
LA,2019-06,178499451.42,3935734,2414143,5212
NM,2024-08,178364689.36,2043302,1282973,1916
IA,2024-04,178210212.03999996,2567429,1074531,2925
IA,2024-05,177802887.57,2480393,1008452,2878
CT,2021-11,177698940.17000002,4335158,2526404,3261
CT,2023-09,177103642.16,4048042,2446331,3159
CT,2019-01,176743604.38999993,4416758,2502759,3457
WA,2018-01,176690719.41000003,4705169,3440896,3801
CT,2019-10,176548117.71,4431797,2600445,3486
WA,2019-11,176519383.88000003,4080233,3058017,3587
OK,2023-04,176366507.71000004,1948654,1489143,3211
OK,2023-01,176124856.67000002,1979153,1515521,3198
IA,2024-10,175928371.02999997,2356392,1029902,2775
IN,2019-06,175845947.55000004,3127674,1919663,4188
CT,2024-09,175198467.89999998,3814563,2386127,2980
WA,2019-09,175007093.70999998,4070616,3048878,3575
WA,2020-08,174951847.5,4043862,2959558,3414
CT,2021-08,174760013.28,4227434,2495423,3160
IA,2023-05,174658543.94000003,2505346,1170280,3171
WA,2020-11,174471602.25,3943026,2890111,3438
NM,2022-04,174342438.53999996,2102487,1313622,2109
CT,2023-12,174164003.70999995,3872226,2333436,3098
OK,2024-01,173936256.38000003,1927949,1457162,3084
NM,2024-10,173892438.64999998,2007747,1234383,1834
CO,2018-04,173874705.78999996,3391230,1622008,3498
CT,2024-08,173653195.21000004,3846307,2410328,3002
OK,2023-10,173494033.22999996,1959051,1482123,3154
IA,2024-03,173378351.78000003,2485183,1041538,2894
OK,2022-10,173274713.57,1995895,1547843,3221
CT,2022-01,173273062.33,4183404,2432551,3216
IN,2024-11,173263638.67000005,2682736,1982442,3639
WA,2018-03,173199065.47999996,4672257,3379175,3837
IA,2023-03,173145064.87,2393288,1257541,3291
TX,2019-01,173076548.6299999,4817920,1831502,6315
NM,2022-05,172877319.91,2087328,1297078,2075
CT,2019-05,172671415.69999996,4162683,2433373,3506
IA,2024-02,172491447.98,2529936,1103628,2968
IA,2023-10,172397978.65,2503457,1111184,3022
OK,2022-11,172321850.36,2017760,1578469,3194
SC,2024-01,172160561.43,2975140,1997972,3115
CT,2021-04,172038095.05,4233743,2576010,3248
WA,2018-05,171743153.76999998,4646404,3282593,3817
WA,2018-08,171713731.42,4378550,3189851,3637
OK,2022-08,171398568.95000002,2044628,1585198,3210
IN,2020-03,171361748.59,2989437,1743404,4075
IL,2018-12,171359211.47,5260371,3411527,14997
CT,2023-07,171337586.69999996,3930604,2365884,3127
CT,2018-10,171289271.54000005,4499391,2585810,3452
IA,2024-08,171078651.0,2345281,968331,2807
CT,2022-06,170795743.29000002,4064745,2454436,3254
OK,2024-02,170790737.13,1939847,1443596,3059
NM,2022-07,170651204.20000002,1929651,1191873,2010
CT,2022-04,170461590.60999998,4121628,2451593,3230
IA,2023-01,170458844.51000002,2475816,1187009,3203
TX,2018-10,170393510.05000004,5152810,1832764,6525
TX,2019-11,170367144.84999996,4814007,1629116,6091
NM,2021-08,169950244.82,2136307,1375127,2036
NM,2022-06,169923688.04999998,2003759,1248827,2032
CT,2019-03,169582858.25,4184274,2427578,3446
IA,2024-01,169580364.39000002,2440836,1023246,2875
WA,2020-06,169061159.9,3833806,2796444,3384
WA,2019-06,168572770.43000007,3888321,2898743,3534
NM,2024-09,168516002.17000002,1903367,1168487,1903
NM,2024-07,168359085.32,1945805,1220453,1838
IL,2020-05,168348704.06,4113714,2572221,12994
CT,2021-06,168053738.41000003,4049835,2460822,3263
IL,2018-01,167889523.81999996,5376810,3657208,15556
CT,2021-07,167824110.78000003,4082939,2341707,3150
SC,2022-08,167824026.98000002,3017348,2067512,3294
NM,2021-03,167720689.1,2112971,1300220,2089
CT,2021-05,167700145.79,4067205,2460360,3206
CT,2024-06,167665147.09000003,3711151,2301532,3075
WI,2024-01,167657622.01,3850732,2151075,3724
SC,2022-10,167647765.7,3101874,2113783,3267
CT,2019-04,167595066.05000004,4126288,2410098,3455
TX,2019-04,167592757.46999997,5036656,1748763,6250
TX,2019-09,167530752.38999996,4719232,1632922,6108
NM,2021-10,167160669.92999998,2051933,1290620,2051
IA,2024-09,166986228.29,2228162,950453,2691
OK,2023-02,166834415.57999998,1884063,1458222,3190
NM,2021-12,166718789.72,1987941,1235174,2030
KY,2020-04,166604251.17999998,2638648,1455443,3062
TX,2019-05,166356915.14999998,4550894,1687914,6007
IA,2023-08,166353837.26,2399682,1089156,3035
CT,2020-10,166154823.70000002,4101267,2421061,3352
TX,2020-06,166139217.42000005,3696816,1788820,6172
IA,2024-07,165973336.88,2224928,912135,2691
OK,2023-06,165789775.6,1840032,1392144,3140
NM,2021-11,165734652.88,2010549,1272163,2049
