hcpcs_code,claim_month,total_paid,total_claims,total_beneficiaries
T1005,2023-02,23574759.750000004,360605,34146
S5100,2018-11,23570973.599999998,247491,25697
0450,2018-10,23556915.689999998,281514,248732
T1002,2023-09,23556400.67,218230,86814
H0035,2023-08,23553138.779999997,150834,13292
D0150,2023-09,23544292.269999996,597808,572761
H0039,2022-10,23542798.37,169230,22616
T2013,2018-03,23542510.75,166407,8167
H2011,2021-03,23537795.429999996,94125,47168
S9484,2022-04,23537353.59,56040,20468
90791,2021-12,23529830.28000001,183544,161775
80053,2020-06,23528699.49999999,2394955,1993691
99223,2023-08,23518198.599999998,256024,230530
99393,2022-05,23514711.339999985,353505,329071
H2020,2024-11,23512628.110000003,125904,34037
H0046,2022-12,23511914.17,199083,51252
D1206,2024-01,23509656.309999987,1174387,1133874
E1390,2020-01,23507079.34,399586,340731
H0015,2018-01,23506943.96999999,231072,28999
0450,2018-04,23506867.47,298160,262628
H2012,2021-04,23484990.319999997,196519,20619
S5100,2022-03,23478656.54,216971,17997
80053,2020-10,23475269.360000003,2647131,2210241
99233,2019-07,23475094.47,580082,214709
G0300,2023-07,23474308.08,211769,26916
T1041,2024-08,23473886.249999996,23394,22984
43239,2023-10,23472667.590000004,87817,81433
T1003,2020-03,23472371.320000004,128183,23709
H2011,2021-10,23472058.319999997,88334,47042
D0150,2024-06,23469559.429999992,573512,550886
A0130,2018-12,23468310.210000005,693875,113238
G0299,2018-03,23465279.010000005,440761,77394
H0043,2024-04,23464754.98,190351,33371
A0130,2021-06,23464112.69,602056,94711
S9122,2021-09,23460607.74,183171,9765
70450,2019-10,23458375.929999992,425794,380151
90460,2019-10,23457372.179999985,1299679,1122780
H2012,2023-06,23456933.110000003,171221,18672
G0299,2019-05,23453929.959999997,426076,79073
D2392,2018-07,23450311.189999998,349881,190794
H2012,2022-05,23448202.040000007,192260,20012
97535,2024-04,23445806.569999997,287059,72171
S5102,2024-12,23441457.159999996,239724,37561
S9484,2018-01,23440198.92,64450,21192
H2020,2023-04,23436153.43,129574,35477
92014,2019-01,23434876.279999994,418965,390787
99204,2019-02,23433268.240000006,268878,247701
H0046,2021-12,23432871.979999997,205020,50842
G0299,2022-06,23431666.26,427132,86897
90791,2020-10,23431037.390000004,200733,177900
G0300,2023-09,23429923.26,217342,26510
99233,2019-08,23428833.700000003,578951,215896
G9012,2021-07,23425426.959999993,208983,79940
S9484,2018-05,23421999.1,67203,22131
80053,2021-01,23420787.829999994,2665141,2206891
H0046,2021-11,23411882.71,213618,53097
G0299,2018-07,23407706.560000002,416495,74776
D0150,2022-04,23392557.740000002,607460,582698
80053,2023-11,23390813.769999985,2924061,2486612
G0299,2023-09,23386958.679999996,381814,79843
D0150,2021-08,23381316.459999993,632731,599392
G0299,2022-03,23381181.11,456950,89493
H0032,2019-01,23377078.950000003,212654,130681
D2391,2022-08,23369262.700000003,375506,219042
H0046,2023-06,23366679.6,196826,45240
99233,2019-11,23365178.029999997,571215,214106
G0156,2020-04,23364792.27,493475,23094
G9012,2021-09,23361650.949999996,211654,80379
S9123,2019-05,23361316.94,120502,24064
S9083,2021-09,23360380.770000003,219009,192194
H0039,2022-07,23357733.37,165820,22776
D0150,2018-08,23357375.70999999,708103,623133
97535,2023-01,23356400.880000003,311753,70169
D2930,2021-02,23352726.35,179136,61455
S5170,2022-02,23351634.470000003,1400234,134308
S5135,2022-04,23348313.630000003,344814,18055
80053,2019-07,23336680.740000006,2453757,2062398
99215,2019-04,23335620.64999999,297551,251338
G0156,2019-09,23333428.110000003,542913,26932
99394,2022-09,23333156.729999997,338516,305860
H2020,2023-07,23332473.079999994,133610,32779
G9012,2021-03,23332318.220000003,230224,78927
G0299,2018-01,23330276.95,436970,73858
0450,2018-11,23329593.160000004,273888,242510
99204,2020-07,23328206.049999997,253594,235926
S9484,2019-07,23323705.700000003,65059,22074
H0015,2018-11,23316524.22,198773,33409
96361,2019-05,23315581.789999995,248822,195071
93306,2020-09,23308874.139999997,241846,222180
99203,2018-06,23308865.25,379012,354546
G0299,2021-09,23308210.02,421329,86784
96361,2019-04,23302392.240000002,244184,191008
T2013,2018-01,23295775.77,162863,8091
G0299,2020-05,23292310.959999997,463301,76745
H0038,2020-05,23289301.339999996,274555,60502
80053,2022-12,23288584.149999995,2842185,2399406
99392,2019-12,23285803.000000015,373779,337048
H0046,2020-08,23285201.139999997,233246,48368
H2012,2022-06,23281663.450000003,185789,20164
S9484,2021-05,23278731.189999998,56551,20366
80053,2019-11,23278496.849999983,2245574,1899859
99391,2018-08,23278148.420000017,385267,340440
99393,2023-11,23273321.25,368997,342275
81420,2023-05,23268579.810000002,79097,68261
0450,2018-07,23265842.189999998,280663,244131
D1110,2019-06,23264285.999999993,576939,542572
97535,2023-05,23264117.249999993,300258,72496
H0015,2018-06,23262823.669999998,211158,28022
99232,2018-09,23262763.999999996,952424,327859
90791,2021-04,23260541.640000008,203546,180629
A0130,2018-07,23260315.810000002,715324,119339
S9083,2022-11,23258841.509999998,226370,196767
A0428,2022-06,23257552.959999997,254916,140294
D0150,2021-04,23248226.75,631235,593382
G0299,2021-10,23247975.970000003,413015,85632
A0428,2020-01,23246376.339999996,296270,145113
99211,2023-04,23245291.220000003,575329,368299
H0043,2023-10,23244545.459999993,222115,28181
T1041,2024-11,23243746.540000003,21060,20890
99393,2024-06,23241294.810000002,365484,343308
H0046,2022-05,23240044.44,215975,54564
99215,2020-10,23238929.200000007,270877,231158
H0039,2023-07,23230671.130000003,167014,25123
G9012,2021-06,23225403.529999997,209265,79655
H0043,2024-06,23225247.21,187728,34491
S5135,2022-03,23224541.360000003,321072,18042
H0046,2022-01,23222867.750000004,203988,51901
A0428,2022-10,23221466.569999997,250400,138582
G0378,2022-02,23216681.4,123698,74606
99233,2019-09,23213626.73,580108,218702
T2013,2018-04,23210038.759999994,162480,8270
J9271,2022-08,23205470.990000002,4766,3106
D2930,2019-10,23203740.64,186348,66880
H0005,2023-11,23199740.81,305892,71421
T1502,2021-05,23199471.939999998,499469,33373
H0039,2022-09,23195502.759999998,164545,22472
92508,2021-09,23191931.969999995,1805994,521035
H0005,2023-09,23186988.459999997,296384,71954
G0299,2023-07,23182413.100000005,378511,79289
G0300,2023-03,23182192.08,249396,30005
D2930,2020-10,23179990.439999998,185807,64712
0450,2018-12,23172159.980000004,275957,244772
H2012,2023-10,23167434.019999996,168298,17185
S5150,2018-08,23166223.410000004,372445,37828
99204,2020-08,23164832.3,250830,233650
G0299,2023-12,23162574.52,377515,77800
0450,2021-08,23162270.03,220913,195713
S9122,2021-07,23161948.0,195825,9660
H0010,2022-04,23159642.12,53982,8042
G9012,2021-12,23159016.58,199298,81464
H0046,2023-04,23158871.650000002,209772,51911
99232,2024-11,23157917.810000006,568344,206859
G0299,2018-06,23154246.540000003,419157,74820
H0039,2023-02,23148890.48,169778,22287
80053,2021-09,23147096.000000007,2947927,2469121
H0035,2023-06,23142245.28,152178,14115
H0044,2020-01,23136657.86,33258,28890
G9012,2021-04,23135085.619999997,214482,77930
92014,2021-11,23131372.780000005,424560,403180
G0378,2019-09,23128738.079999994,165162,95250
G0300,2024-06,23128043.68,207080,26406
S5100,2023-12,23126702.850000005,161242,18351
S9484,2020-05,23123150.449999996,57779,18857
T2013,2024-07,23121718.979999997,115555,6090
92014,2022-07,23119051.280000005,416596,396866
A0428,2022-09,23116370.5,250265,138243
G0156,2019-12,23105660.110000007,535241,26833
80053,2020-07,23103318.429999992,2489711,2055247
99223,2023-01,23101762.720000006,265393,228982
97535,2023-10,23099670.159999996,285838,69028
G0156,2020-11,23089463.75,473369,23538
H0039,2022-11,23088426.25,159075,22369
D2392,2018-02,23087005.4,328476,188117
G0299,2018-04,23084996.94,423530,75730
H2036,2018-10,23082168.9,104717,8962
99282,2018-11,23080480.420000006,272174,250166
G0300,2022-12,23079303.869999997,225567,29695
G0299,2019-04,23078676.930000003,411182,78201
97535,2024-01,23078318.409999996,274591,68898
S9124,2018-02,23075903.889999997,87370,7494
H2012,2024-10,23072201.630000003,149353,15761
D2392,2019-02,23071550.979999997,306751,179026
92014,2020-07,23069623.51,422858,389865
99203,2018-12,23067889.119999997,353144,328875
0450,2018-08,23066849.12,281065,247798
E1390,2024-04,23064692.73,470536,416406
G0156,2021-02,23064278.27,472495,23956
A0428,2021-03,23064116.290000003,278906,141555
T1041,2024-04,23056090.76000001,23887,23770
G0299,2018-08,23055394.78,431266,76440
99391,2018-03,23055040.850000005,392669,352936
T1502,2020-07,23049393.89,381548,23367
H0043,2024-02,23047642.09,208619,30650
G0378,2020-09,23044768.730000004,137601,79522
T1003,2020-01,23042986.879999995,155716,27344
81420,2023-10,23033471.26,67965,63013
74176,2022-07,23030171.49,229137,209433
43239,2023-02,23029842.36,88392,79908
H0039,2022-06,23025065.58,166896,22959
H0005,2024-03,23022436.4,297672,69316
G0299,2019-01,23021820.23,408939,77346
H2011,2024-09,23016167.509999998,67560,39728
A0428,2022-07,23015644.980000004,250035,137678
G9012,2021-11,23015312.659999996,203846,80507
H2011,2022-01,23013753.280000005,83597,43455
T1003,2019-07,23013651.330000002,109064,21495
99393,2024-05,23003650.80999999,374248,349212
A0428,2022-11,22994050.020000003,243688,134984
H0046,2024-01,22993821.349999998,208482,49688
43239,2023-01,22992769.040000003,87528,79212
93306,2021-12,22979479.62,239198,222409
D2391,2024-08,22978573.12,356826,206209
H0032,2018-10,22974450.75,192910,116045
99394,2024-07,22973218.459999993,353144,331736
90791,2020-02,22970565.520000007,202964,177125
D1351,2023-09,22970485.500000004,853052,219328
S9122,2021-08,22968776.16,177604,9855
H0031,2023-08,22966725.8,160395,117975
A0428,2021-07,22957518.780000005,268629,139611
93306,2021-02,22956422.330000006,234202,217637
0450,2018-09,22954646.520000003,281156,248095
G0156,2019-11,22952755.06,528849,26763
H2011,2024-03,22952227.529999997,76240,44321
S5100,2022-06,22951772.730000004,221367,18624
99391,2018-05,22947438.550000012,390612,348956
92508,2018-02,22937555.09,1850408,527799
99232,2020-04,22936802.99,891942,275605
43239,2022-05,22936438.580000002,87879,80965
D0150,2019-10,22934212.470000014,632228,585393
H0046,2023-02,22928896.330000006,207552,53823
A0130,2020-03,22921807.939999998,738072,105316
80053,2021-10,22913155.099999975,2946050,2473528
S9484,2021-03,22912825.93,54729,19931
D2391,2022-03,22910153.650000006,377255,218449
D7140,2022-03,22906393.069999997,362157,168185
92508,2018-04,22905127.69,1860029,521669
S5136,2018-02,22903113.37,73007,5779
99392,2020-05,22892708.229999997,332913,304894
H0035,2023-09,22891491.619999997,147168,13320
H2020,2023-12,22889793.11,110276,34089
H2011,2021-09,22888900.12,85058,46110
G0300,2023-06,22885732.58,212372,28023
T2012,2024-10,22884725.559999995,108938,4764
A0130,2022-01,22875665.61,569217,85776
H0044,2018-08,22871747.849999998,26151,24048
S9484,2018-03,22871106.810000002,66567,21995
S5170,2020-03,22870905.890000004,1397990,131769
88305,2023-08,22870668.01,496103,425861
43239,2023-04,22870537.54,89653,81643
G0299,2024-09,22867320.439999998,329752,72413
97535,2023-08,22865142.12,288594,69880
0450,2019-07,22862581.139999997,255600,219621
92014,2021-04,22856271.65000001,430529,406193
D0150,2020-01,22852871.790000003,582849,542034
A0130,2018-06,22849794.370000005,700992,118621
0450,2021-12,22849404.520000003,208063,184977
S9122,2021-06,22846720.14,180205,10148
G0299,2021-01,22846005.61,404572,86145
G0299,2021-11,22839971.43,400740,83015
H0046,2022-02,22832190.380000003,205086,53915
D1110,2019-02,22823496.150000002,561008,531575
96361,2019-01,22821614.26000001,244156,192470
S9484,2020-09,22818894.459999997,60363,20188
97155,2022-09,22818666.03,142468,31734
H0035,2018-12,22816945.59,186430,21272
70450,2018-05,22815773.739999995,390909,349162
81420,2024-03,22813254.750000004,67268,62706
99291,2022-01,22812695.230000004,199777,91000
T2013,2024-08,22810142.8,123424,6221
43239,2022-04,22807478.86,87705,80886
G0299,2021-12,22806277.07,410992,82068
D0150,2023-11,22803140.34999999,581630,549500
G0299,2019-03,22802688.04,401472,79020
90791,2021-06,22798638.309999995,200897,177137
S5136,2018-12,22798248.9,56624,4830
43239,2022-08,22795721.6,90994,83737
H0039,2022-05,22793745.009999998,164602,22963
S0215,2019-09,22791715.649999995,912678,184102
S5150,2019-06,22790853.370000005,336172,38052
D1351,2021-08,22790377.31,844050,221354
G0299,2020-08,22790349.61,425251,81027
T1502,2021-04,22789308.92,485764,33861
G0299,2020-09,22788125.040000007,434522,81442
99392,2018-04,22787616.490000006,397726,365143
90791,2021-08,22776087.650000006,195243,171080
A0428,2021-06,22775068.310000006,267670,139724
D7140,2024-08,22771696.119999997,308202,136766
99223,2023-07,22768007.450000003,251402,226269
A0428,2022-01,22767406.009999998,252993,138791
80053,2019-06,22766638.15999998,2284822,1925001
D1110,2019-11,22757098.92,561174,532408
T1018,2020-11,22753323.020000003,335846,65981
S9484,2020-08,22753318.19,58366,19270
H0043,2023-12,22752739.170000006,216704,27778
0450,2019-06,22752621.989999995,261202,227398
H0035,2020-01,22751836.440000005,210913,17591
H0035,2018-06,22748391.020000003,189447,20972
G0300,2024-09,22747443.380000003,172981,24661
T2003,2018-07,22746030.73,1310058,148242
A0428,2023-02,22745209.05,237802,132207
T1502,2020-10,22736530.279999997,456104,29630
T2012,2024-08,22732618.339999996,107479,4577
H0038,2020-04,22731297.279999997,291215,60901
T1041,2024-05,22731113.680000003,23734,23678
T2013,2024-10,22729650.09,118918,6280
99204,2019-11,22729533.9,255983,239283
H0046,2023-10,22729273.58,203806,48593
H0035,2023-02,22726255.590000004,153029,13817
H2020,2023-01,22721840.4,125517,33507
A0428,2022-05,22720074.47,257745,139072
H0046,2021-04,22718599.520000003,226570,52272
H0046,2022-06,22716507.509999994,200461,49429
D7140,2023-06,22711041.61,334356,145688
D1110,2018-03,22708640.23999998,648270,610139
T1002,2023-03,22707446.27,227561,89184
S9484,2019-11,22698762.62,63320,22792
S9484,2020-06,22697532.000000004,58507,18615
99204,2019-08,22696426.059999995,269202,249829
T1502,2020-12,22695425.04,442008,30471
H0046,2021-05,22694463.419999998,224640,53918
88305,2021-03,22693835.809999995,516879,445701
99392,2018-05,22691787.540000007,396615,364956
G0299,2018-11,22680688.720000006,404525,74637
S9484,2020-10,22678308.109999992,64179,19908
70450,2020-07,22674790.199999996,389883,345456
A0120,2024-08,22672053.160000008,669664,126052
S9122,2021-01,22669819.96,184222,9685
S9484,2020-02,22667473.47,61293,23008
H0031,2023-10,22667240.000000004,162146,117557
H0034,2024-01,22667021.59,140820,84107
H0035,2023-01,22663067.1,155833,13771
S9484,2022-06,22660624.690000005,57844,20363
D0120,2020-03,22657762.33,815551,774125
T1003,2019-05,22657729.060000006,141112,23999
S9484,2021-06,22648806.570000004,51964,18782
G0378,2020-08,22644245.310000002,134990,78332
T1005,2022-09,22643127.43,360467,31906
G0378,2019-05,22641764.490000002,168879,97800
A0130,2022-02,22641496.8,566678,87508
H2012,2021-01,22635377.41,183359,19815
D7140,2024-07,22635037.449999996,311170,137977
H0011,2023-01,22633056.040000003,71321,9264
D2391,2024-04,22631445.56,362102,208214
0450,2021-10,22631363.639999993,205121,182249
0450,2019-11,22628025.92,247708,219996
D7140,2023-10,22626029.509999998,335908,148831
99393,2022-02,22625179.72999999,338347,317478
T1003,2019-12,22613654.699999988,136684,25398
T2012,2024-07,22612680.8,104610,4406
E1390,2024-05,22611094.54,459657,412459
A0130,2021-03,22610048.87,613652,94320
99204,2019-09,22604370.089999996,264271,246393
80053,2022-01,22600864.03,2780258,2314353
0450,2021-11,22593460.44,203465,181044
99204,2018-10,22588899.899999995,275259,256606
T2003,2018-06,22587512.490000006,1337364,156621
G0156,2019-02,22587205.250000004,553863,28504
G0299,2022-05,22586452.710000005,441631,85596
D2391,2023-05,22586389.78,355537,204679
T2003,2018-02,22585098.799999997,1602942,179149
H2011,2024-04,22583092.85,74092,45165
D2391,2024-07,22582787.650000006,352865,203888
D0150,2019-08,22577516.80000001,625864,580216
80053,2021-02,22576691.719999988,2544299,2139280
D1110,2018-07,22574696.749999996,606255,567844
T1502,2020-05,22572287.30000001,374782,22624
81420,2023-06,22569176.179999996,75501,66457
99232,2018-06,22565963.840000004,929688,324106
99394,2022-07,22565743.580000002,328104,299437
43239,2024-04,22561374.7,82520,76702
A0428,2021-05,22560815.459999997,268669,139905
E1390,2020-11,22557047.240000002,456051,402685
A0120,2024-10,22556362.760000005,639900,120895
D1351,2022-07,22553239.579999994,838196,215489
H0043,2023-11,22551327.340000004,218608,28652
99392,2018-07,22549861.750000007,390889,358650
99215,2019-05,22549616.61,288408,244766
T2003,2021-08,22549500.45,929401,116136
81420,2023-03,22545760.069999997,80892,70559
H0038,2020-01,22542146.18,262957,60835
H0039,2023-12,22541577.490000002,144953,23956
T2020,2019-11,22539700.23,200027,19136
99204,2019-12,22539633.91,252194,235993
99393,2024-02,22539483.03,366057,333279
T1003,2020-07,22538493.359999996,113273,22992
D1110,2020-11,22530340.94999999,533211,506608
97535,2024-02,22529107.109999996,272637,69438
H0015,2018-07,22528251.739999995,206771,33095
G0378,2022-01,22526941.19999999,119120,70845
T2013,2018-09,22523318.63,156181,8262
H0046,2022-07,22523279.96999999,188076,43854
97535,2022-03,22518319.43,319813,67140
H2011,2024-08,22511499.570000004,62492,37148
D0150,2022-05,22509642.91999999,580368,557715
0450,2018-06,22506244.639999997,271644,238196
80053,2019-02,22506178.349999983,2231839,1877533
H0040,2019-08,22501171.34,119105,19033
T1018,2022-06,22500431.889999997,208963,49562
G0156,2020-01,22499285.63,519991,27196
H2011,2021-04,22498178.490000002,89586,45417
G0299,2018-12,22496841.770000003,395527,73761
A0428,2021-08,22496748.239999995,258828,136054
92014,2022-05,22494081.650000013,423186,393837
A0428,2021-04,22488809.119999997,267982,138738
0450,2022-03,22488701.77,214875,191360
H0044,2018-09,22484215.290000003,26089,24101
99204,2018-01,22481448.740000002,271235,250137
E1390,2024-06,22476480.26,451943,406449
92014,2019-07,22476161.160000008,438857,410519
97535,2023-11,22474407.66,270525,66059
G0378,2019-07,22473966.559999995,167160,94735
80053,2022-02,22471660.639999986,2796196,2381654
G0300,2023-01,22468792.899999995,240668,28800
D2930,2020-11,22468375.81,175516,61296
99392,2018-01,22463125.790000014,393735,358247
G0299,2023-02,22452257.34,414673,84945
43239,2024-02,22448188.570000008,81297,74141
G0299,2021-02,22443516.230000004,394511,86725
D0150,2018-10,22443385.009999998,631130,577818
H2012,2022-04,22441801.82,186912,20132
S5100,2022-05,22440122.620000005,214936,18385
87635,2020-10,22436393.810000002,473161,411621
H0043,2023-07,22436176.840000004,226194,25984
97535,2023-12,22433552.190000005,248519,60769
70450,2020-08,22430751.21,397489,352378
92508,2018-03,22426910.769999996,1769716,519820
H0039,2022-12,22423794.02,153812,22217
H0046,2024-06,22423456.74,180675,36861
H0034,2023-09,22421026.650000002,153345,93326
S9122,2023-08,22419243.52,187160,8729
A0428,2022-04,22418682.040000007,252406,137307
D2391,2024-02,22418382.37,354738,202155
T2013,2024-05,22416051.16,114769,5798
G9012,2021-01,22416040.83,206724,74863
T1502,2022-02,22415979.220000003,494320,39220
99282,2021-03,22415175.49999999,237805,218330
D2392,2020-08,22409906.979999997,286200,161073
0450,2019-08,22406552.209999993,245593,215861
92014,2018-08,22405186.789999988,461478,435518
S9122,2024-07,22403999.16,176590,8879
S9123,2019-04,22398650.229999997,115735,24441
H0039,2023-09,22390785.47,157623,25453
99393,2024-03,22390506.93999999,367798,337471
H0015,2018-02,22386562.29,211571,28703
H2012,2021-05,22385689.6,184588,20018
99233,2019-06,22383525.970000003,557924,208865
90460,2022-11,22382849.92,1193444,917711
97535,2022-06,22381665.469999995,290180,60809
S5100,2018-08,22381447.619999997,244955,24809
70450,2020-10,22380246.759999994,408124,362083
S9484,2021-11,22377474.790000003,49396,18432
97155,2022-03,22376044.759999998,158157,27944
96361,2021-02,22375668.640000008,207225,162824
H0046,2021-06,22374729.0,221574,50498
0450,2019-09,22374633.649999995,254472,225633
D2391,2024-03,22366921.53,360068,203649
D0150,2021-06,22360500.600000005,603708,566375
J9271,2022-06,22355889.309999995,4644,3082
D0150,2023-07,22355518.459999997,569648,544533
99232,2018-02,22353891.529999997,965063,326303
80053,2018-05,22349145.819999978,2240279,1919482
H2020,2023-02,22345115.200000003,125802,34118
H0034,2024-04,22344306.57,130980,80809
96361,2019-06,22343927.809999995,239993,188553
99291,2021-09,22343448.059999995,186046,84861
87491,2023-03,22343196.249999996,1075849,978460
H0039,2022-04,22339085.020000003,163097,23599
A0428,2021-01,22338832.090000004,276260,141542
D1351,2024-11,22337977.97,752624,195209
H0043,2023-08,22332916.35,225127,26505
T2033,2024-12,22330593.25,47131,4732
90832,2019-05,22328439.269999996,562232,320871
88305,2022-03,22324915.829999994,520032,443185
A0130,2018-09,22322934.01,672248,114166
H0038,2020-03,22320962.310000002,266589,62459
92014,2020-02,22320021.120000005,417160,383994
S5136,2020-03,22318956.889999997,64654,5199
T1502,2020-06,22318003.81,368134,23055
T1002,2023-06,22317288.62,166117,73048
A0428,2022-12,22314482.959999997,244903,137689
S0215,2023-08,22312251.810000002,835612,143281
S0215,2019-06,22305074.709999997,809749,169681
T2013,2023-05,22304174.42,135409,5143
T1003,2019-09,22302702.689999994,140973,25352
D1206,2023-01,22302115.629999988,1159172,1123356
D2391,2023-10,22301161.170000006,360971,209608
H0038,2019-10,22298654.330000006,258259,56300
S0215,2019-02,22291808.840000004,814285,171979
S5135,2022-01,22290477.090000004,266301,17487
99391,2018-07,22290012.750000007,371220,328240
90460,2021-11,22289918.470000003,1302822,1013145
J9271,2022-09,22288079.589999996,4564,3069
T1002,2023-04,22285516.849999998,211947,85029
S9122,2023-09,22284837.39,175256,8643
T1003,2019-08,22280716.749999996,115652,24274
99223,2023-10,22278158.32,242338,218512
43239,2024-05,22276649.04,82185,76985
J9271,2022-10,22274760.330000002,4477,3096
99223,2023-04,22272908.3,254286,226144
D7140,2022-08,22272074.44,346664,161115
H0032,2019-02,22270465.689999998,196700,126058
H0035,2021-03,22268462.72,190938,15398
80053,2018-01,22268278.44,2275827,1895529
99393,2020-06,22266565.829999994,330675,306138
G0378,2019-03,22260875.029999994,168833,97728
T1502,2021-06,22259797.08,414225,30067
99393,2019-09,22249457.73,378931,338995
92014,2021-06,22244476.919999998,410746,390058
99291,2021-12,22244328.580000002,187312,87080
80053,2020-09,22240934.779999994,2544129,2119174
T2013,2019-02,22236648.849999998,156201,8317
D1351,2022-05,22228668.049999997,825806,220212
S9484,2020-07,22222164.700000007,59648,18944
A0428,2021-11,22217968.289999995,253403,134193
H0043,2024-10,22217663.099999994,178025,28405
G0156,2020-03,22216824.42,516077,26769
81420,2023-11,22216495.23,65084,60804
H0046,2023-07,22214672.490000006,185498,41501
S9484,2018-04,22213733.22,56897,21050
81420,2024-06,22210613.349999998,62736,59429
81420,2024-09,22210368.13,60649,58585
88305,2023-06,22208949.169999994,489708,423353
92014,2024-09,22205008.499999996,392690,377061
D2392,2018-11,22203019.779999997,308438,177579
D0150,2022-11,22202253.249999993,568766,544011
S5105,2021-09,22199187.410000004,281223,25359
43239,2022-06,22198325.43,84919,78628
G0299,2023-04,22193864.359999996,377294,79900
80053,2021-11,22190546.28999999,2822885,2355230
S9123,2019-03,22188669.220000003,105946,23464
H2011,2021-11,22177277.5,81618,44214
T1003,2018-12,22176237.419999998,128198,22333
43239,2024-01,22174399.33,78370,71522
G0299,2022-11,22171303.690000005,423889,86568
H0011,2023-03,22164741.74,69036,9565
G0299,2022-08,22163779.759999994,446763,88141
H0043,2023-09,22162174.84,215783,27267
99392,2024-11,22159284.899999995,333656,314771
G0378,2019-08,22156031.17,170613,97771
A0428,2021-12,22153460.74,252820,137245
T1502,2021-01,22151748.23,444364,30491
H0032,2018-01,22145178.02,183904,112525
A0130,2018-04,22144974.139999993,701403,119199
H0011,2023-10,22141976.619999994,68030,9933
H0004,2024-12,22141591.06,201728,106557
97153,2020-05,22139449.89,138300,9874
H2012,2023-11,22139024.02,160896,17091
H0011,2024-08,22137045.78,60469,9608
90832,2019-04,22130523.98,557726,322522
T2013,2024-04,22130023.81,117235,5659
D1206,2023-04,22127852.38999999,1145551,1100565
S9122,2023-07,22119627.07,176126,8542
T1003,2019-03,22117763.409999996,134888,22916
92004,2023-03,22116264.97,344770,327664
H0039,2022-01,22108927.560000002,170903,23488
H0011,2023-08,22107596.39,65951,9922
H0011,2023-05,22105639.96,65938,9841
D8670,2024-04,22103934.67,151191,143763
D8670,2024-01,22102956.290000007,150901,141828
H0032,2019-06,22101871.169999998,189870,122729
S9484,2019-06,22098528.020000003,68323,21908
H2012,2020-12,22098506.86,179824,19860
99223,2024-03,22097940.580000006,239056,215860
S5150,2020-04,22096654.449999996,332642,32005
97535,2022-10,22095278.93,295096,64110
S5170,2019-10,22094643.5,1371706,121435
T1003,2019-11,22093018.380000003,135343,25415
99233,2019-02,22083850.440000005,551567,204914
80053,2020-08,22082489.769999977,2475424,2049135
90791,2021-01,22082361.78,190268,167045
D2930,2019-08,22078181.970000003,179001,62844
H0038,2019-08,22077752.09,248474,53252
H2015,2024-12,22076657.950000003,167315,40818
D1206,2022-08,22076077.989999995,1195631,1155597
T1502,2020-11,22067480.990000002,440531,29730
H2011,2024-06,22067358.59,61828,37064
D1206,2024-11,22065427.83999999,1002488,985280
T1005,2022-11,22059457.91,350021,31854
S9484,2018-10,22054331.760000005,71897,23852
E1390,2018-01,22052980.299999997,384463,329437
G0300,2024-10,22052515.56,159333,22050
93306,2020-07,22041626.749999993,231608,211948
H0011,2024-03,22041088.069999997,61715,9286
D2391,2024-01,22040753.240000002,335943,193622
99394,2021-09,22035923.670000006,331234,299043
J9271,2022-11,22035122.189999998,4337,3028
97535,2022-08,22035056.500000004,292741,62794
S5150,2018-12,22034510.709999997,353243,38939
S9484,2022-02,22031848.529999997,49269,19005
A0428,2021-10,22031119.830000002,253339,134734
43239,2021-05,22027177.210000005,83819,77562
H2011,2024-02,22025563.889999997,77353,43375
A0130,2021-05,22024297.87,579043,90631
S9484,2022-01,22020816.400000002,51551,18748
70450,2018-08,22019200.200000003,393918,352756
T1003,2019-01,22012589.869999997,138237,24754
H2021,2020-08,22007392.64,105715,15776
90460,2023-08,22004012.369999994,1095700,791379
T1003,2019-04,21998928.110000003,136863,23597
92014,2019-04,21997565.240000006,433243,407366
D1110,2018-05,21992121.880000003,634678,600917
97155,2022-06,21979627.239999995,147795,27781
81420,2023-07,21977648.249999993,66831,60648
H0034,2023-07,21976835.119999997,163874,92114
G9012,2021-05,21975818.849999994,189876,74985
A0130,2021-04,21974582.750000004,590449,93374
H2012,2020-07,21972134.930000003,180968,18268
88305,2023-10,21965976.959999997,466983,401439
H0005,2024-01,21965902.6,301209,69718
G0299,2022-10,21956141.770000003,423285,86697
87635,2021-03,21953063.37999999,476395,421592
92508,2022-04,21947568.599999994,1665041,529013
T1003,2018-10,21944617.05,154806,24001
T1502,2020-03,21940133.540000003,481725,38440
H2012,2020-09,21939194.680000003,179665,19361
T2012,2024-09,21939141.26,103642,4658
T2020,2023-01,21938475.890000008,262609,25899
T2003,2018-01,21938348.939999998,1573698,177330
T2013,2018-02,21934850.410000008,156469,8095
H0046,2023-09,21929802.88,189425,45153
T2012,2024-04,21927753.130000003,107923,4237
G0378,2019-06,21924382.34,160324,92664
70450,2019-09,21923252.89,413912,370053
99215,2020-09,21921051.060000002,260940,220263
H2012,2024-07,21920098.009999998,132510,16056
S9122,2024-10,21919924.92,163834,7836
D1206,2022-03,21917672.29000001,1234610,1181632
H0046,2024-09,21917059.37,206047,42327
93306,2020-08,21911131.540000007,231244,212264
D1206,2023-11,21905652.809999995,1145616,1105178
T1502,2020-01,21902903.259999998,582702,40414
