billing_npi,hcpcs_code,claim_month,state,specialty,paid,claims,paid_per_claim,median_ppc,peers,ppc_delta,excess_paid,z_ppc
1184703415,T1019,2021-04,NY,Home Health Agency,13584058.37,65845,206.30356701344064,141.62747471665145,542,64.6760922967892,4258597.297282085,0.6753203256745801
1245354000,T2016,2024-10,MA,Case Management Agency,14645973.85,1036,14137.040395752896,10028.51804964539,23,4108.522346107506,4256429.150567376,1.5493987124082422
1023788031,H0004,2022-11,AZ,Community/Behavioral Health,4350892.64,1201,3622.724929225645,81.57842857142857,213,3541.1465006542167,4252916.947285715,3.184459624266307
1184703415,T1019,2020-09,NY,Home Health Agency,13280604.45,64135,207.07265065876666,141.0864681382757,537,65.98618252049096,4232023.815951687,1.2932980279645436
1023788031,H0004,2022-10,AZ,Community/Behavioral Health,4328318.48,1202,3600.9305158069888,83.23102123557403,210,3517.6994945714146,4228274.792474841,3.4193572810201625
1518096411,T2016,2024-04,MA,Case Management Agency,12075287.49,883,13675.297270668178,8886.788171846434,23,4788.5090988217435,4228253.5342596,1.9436444113977165
1134260078,A0100,2020-09,MO,Secured Transport,4670495.86,211526,22.080008415041178,2.107447237230962,52,19.972561177810217,4224715.975697484,5.171697378262977
1356709976,T2033,2020-05,TN,Nursing Home,11764195.53,32108,366.39452877787465,235.34270270270272,31,131.05182607517193,4207812.03162162,0.8779393346002052
1750504064,T2016,2019-06,MA,Case Management Agency,13985543.01,1154,12119.188050259965,8485.904,23,3633.2840502599647,4192809.7939999993,2.3109158077695136
1518098359,T1019,2021-08,MA,Case Management Agency,25891430.0,242275,106.86793932514705,89.58391244493393,70,17.28402688021312,4187487.6124036335,-0.2151476863214971
1518096411,T2016,2019-09,MA,Case Management Agency,12785389.08,1092,11708.231758241758,7893.585040322581,23,3814.646717919177,4165594.215967741,1.9257408163349725
1518096411,T2016,2020-03,MA,Case Management Agency,13535889.05,932,14523.486105150216,10057.241169916435,23,4466.244935233781,4162540.279637884,2.331542298709934
1184703415,T1019,2019-01,NY,Home Health Agency,13633611.74,67409,202.2520989778813,140.5036252904316,483,61.74847368744972,4162402.862797298,1.8470628052238882
1699725143,A0100,2022-12,CO,Taxi,14413049.03,336537,42.82753168299474,30.50066143546026,118,12.32687024753448,4148447.9324945114,-0.026035766515146927
1245354000,T2016,2024-07,MA,Case Management Agency,13339111.01,1019,13090.393532875369,9019.719864253395,23,4070.673668621974,4148016.4683257914,1.827814483220034
1184703415,T1019,2019-03,NY,Home Health Agency,13204896.74,63568,207.72868015353637,142.80900434099937,487,64.91967581253701,4126813.9520513527,1.994690328040327
1346974763,T1016,2023-02,AZ,Mental Health Center,4425832.74,6896,641.7970910672855,44.478248534297435,96,597.318842532988,4119110.738107485,0.4945624788342816
1245354000,T2016,2021-12,MA,Case Management Agency,13812657.45,1108,12466.297337545126,8756.247396593675,23,3710.0499409514505,4110735.334574207,1.3083024944659962
1134260078,A0100,2020-08,MO,Secured Transport,4122348.01,198645,20.752337134083415,0.0648972892790994,20,20.687439844804317,4109456.4879711536,4.1047337299425
1245354000,T2016,2021-09,MA,Case Management Agency,13383321.83,1021,13108.052722820765,9086.859810874705,23,4021.19291194606,4105637.9630969274,1.3953831899463136
1518096411,T2016,2019-12,MA,Case Management Agency,12747463.23,1171,10885.963475661827,7385.838172839506,23,3500.125302822321,4098646.7296049376,1.8260240799308074
1518096411,T2016,2019-10,MA,Case Management Agency,13106442.98,1106,11850.310108499096,8145.607016129033,23,3704.703092370063,4097401.62016129,1.8754989250497092
1184703415,T1019,2021-07,NY,Home Health Agency,13443878.8,65340,205.75265993265995,143.06184169278998,545,62.69081823986997,4096218.0637931037,1.4202792455859603
1134260078,A0100,2020-11,MO,Secured Transport,4714111.84,205976,22.886704470423737,3.0,54,19.886704470423737,4096183.84,4.7177019420338615
1518096411,T2016,2019-11,MA,Case Management Agency,12722757.39,1137,11189.760237467019,7595.105164556962,23,3594.6550729100563,4087122.817898734,1.821324517731154
1518096411,T2016,2024-05,MA,Case Management Agency,12246665.13,902,13577.234068736143,9051.662797356828,23,4525.571271379315,4082065.286784142,1.8805153015821519
1245354000,T2016,2024-09,MA,Case Management Agency,14126585.19,1012,13959.076274703557,9933.210046296297,23,4025.8662284072598,4074176.623148147,1.6030710855100319
1518096411,T2016,2020-02,MA,Case Management Agency,12316053.28,1075,11456.793748837208,7681.742227848102,23,3775.0515209891064,4058180.385063289,1.839193597046246
1750504064,T2016,2024-07,MA,Case Management Agency,10755609.31,743,14475.921009421267,9019.719864253395,23,5456.201145167872,4053957.4508597287,2.542219336228082
1699725143,A0100,2022-04,CO,Taxi,13286953.3,348392,38.13794030861788,26.51507763130362,126,11.62286267731426,4049312.3738748697,0.06531559466302818
1023788031,T1016,2022-11,AZ,Community/Behavioral Health,4090395.2,1205,3394.518838174274,34.14461577469184,286,3360.3742223995823,4049250.9379914966,6.419347473628397
1922733641,T1016,2022-11,AZ,Community/Behavioral Health,4177474.2,3817,1094.4391406864029,34.14461577469184,286,1060.294524911711,4047144.201588001,1.8774519084645314
1184703415,T1019,2020-06,NY,Home Health Agency,13041380.06,63164,206.46855898929772,142.55580112570357,535,63.91275786359415,4036985.437696061,0.1827447997614172
1134250475,T2016,2021-12,MA,Case Management Agency,14893078.29,1242,11991.206352657004,8756.247396593675,23,3234.9589560633285,4017819.023430654,1.1073696201089682
1720151046,T1019,2020-11,NY,Home Health Agency,18428147.87,103220,178.5327249564038,139.77804641122503,545,38.75467854517876,4000257.919433352,0.7589812976806659
1023788031,T1016,2022-10,AZ,Community/Behavioral Health,4041512.0,1203,3359.527847049044,34.68045881348698,284,3324.847388235557,3999791.4080473753,5.321070518834846
1134250475,T2016,2022-01,MA,Case Management Agency,14915335.82,1126,13246.301793960924,9698.909620253164,23,3547.39217370776,3994363.5875949375,1.1399137344611587
1184703415,T1019,2020-02,NY,Home Health Agency,13427027.9,65018,206.51247193084993,145.1111696612013,540,61.401302269648625,3992189.8709680145,0.1699757070600391
1720151046,T1019,2020-10,NY,Home Health Agency,19236067.16,108533,177.23703537173026,140.70421153366064,543,36.53282383806962,3965016.96961721,0.7767942088652074
1184703415,T1019,2020-12,NY,Home Health Agency,12932052.67,63721,202.9480496225734,140.76208295350958,543,62.185966669063816,3962551.9821194154,1.3389434690049582
1134260078,A0100,2020-07,MO,Secured Transport,4045018.01,202034,20.02147168298405,0.4100590291587298,20,19.61141265382532,3962172.1441029445,1.852381792772459
1750504064,T2016,2018-06,MA,Case Management Agency,13341112.87,1089,12250.792350780532,8617.20173493976,23,3633.5906158407724,3956980.180650601,2.4068534922123312
1134250475,T2016,2021-07,MA,Case Management Agency,14679180.03,1175,12492.919174468085,9130.142488584475,23,3362.7766858836094,3951262.605913241,1.1217520562070207
1245354000,T2016,2022-03,MA,Case Management Agency,13715916.96,1042,13163.068099808062,9372.610864553315,23,3790.4572352547475,3949656.4391354467,1.3527653953577619
1023788031,H0004,2022-08,AZ,Community/Behavioral Health,4017705.62,1133,3546.07733451015,79.74354003359463,210,3466.3337944765553,3927356.189141937,2.9759135451336216
1245354000,T2016,2021-06,MA,Case Management Agency,12310545.29,939,13110.271874334398,8928.966217765043,23,4181.305656569355,3926246.0115186246,1.8363889865369172
1699725143,A0100,2022-03,CO,Taxi,13853550.38,371074,37.33365953960666,26.773366380999725,122,10.560293158606932,3918650.2235369086,0.09518756210827746
1184703415,T1019,2020-08,NY,Home Health Agency,12796759.78,62587,204.46354322782685,142.02642558582636,538,62.43711764200049,3907751.8818598846,0.1868460864762194
1245354000,T2016,2021-11,MA,Case Management Agency,13503546.31,1121,12045.982435325603,8561.30181122449,23,3484.6806241011127,3906326.9796173475,1.2416348896460747
1073854451,H2016,2019-06,NJ,Day Training/Habilitation,4332539.18,1223,3542.5504333605886,350.4760529318474,38,3192.0743804287413,3903906.9672643505,2.018073249966961
1245354000,T2016,2022-01,MA,Case Management Agency,13670521.39,1007,13575.492939424032,9698.909620253164,23,3876.583319170868,3903719.402405064,1.2775037974086814
1518096411,T2016,2019-07,MA,Case Management Agency,12809876.98,1135,11286.235224669605,7846.885891472868,23,3439.3493331967366,3903661.493178296,1.6462238346774472
1023788031,T1016,2022-07,AZ,Community/Behavioral Health,3940550.4,1388,2839.0132564841497,32.009454044117646,276,2807.003802440032,3896121.2777867643,6.190465299964631
1134250475,T2016,2022-06,MA,Case Management Agency,14337522.33,1054,13602.962362428843,9909.184762773722,23,3693.777599655121,3893241.5900364975,1.2685444091228057
1245354000,T2016,2022-02,MA,Case Management Agency,12384846.33,998,12409.665661322646,8509.770765957446,23,3899.8948953652,3892095.1055744695,1.4897664359253149
1346974763,T1016,2023-01,AZ,Mental Health Center,4125740.4,5361,769.5841074426413,43.86458947918423,98,725.7195179634571,3890582.335802093,0.7378876658256798
1356709976,T2033,2018-10,TN,Nursing Home,10096417.61,30081,335.6410229048236,206.3687023977433,31,129.2723205070803,3888640.673173483,0.7788564249396236
1356709976,T2033,2023-10,TN,Nursing Home,10489724.46,20293,516.9134410880599,325.3106558467665,30,191.60278524129342,3888195.320901567,0.6250790083843034
1184703415,T1019,2021-10,NY,Home Health Agency,13114243.21,63256,207.32014686353864,145.90740944017563,549,61.41273742336301,3884724.1184522505,1.0381757003877639
1396756938,T1015,2019-07,CA,General Acute Care Hospital,5092888.0,5263,967.67775033251,230.4749230769231,55,737.2028272555868,3879898.4798461534,2.284795418964226
1356709976,T2033,2024-01,TN,Nursing Home,10390544.97,19947,520.9076537825238,326.6220240137221,31,194.28562976880164,3875415.4569982863,0.6034431262138602
1184703415,T1019,2021-03,NY,Home Health Agency,12618262.7,61945,203.7010686899669,141.45477169281145,546,62.24629699715544,3855846.8674887936,0.6268854817759829
1356709976,T2033,2023-12,TN,Nursing Home,10257459.85,19693,520.8683212308943,325.1653475935829,31,195.70297363731135,3853978.6598395724,0.6048019442653714
1275849283,00003,2019-01,CA,Family Medicine,11845516.65,41944,282.4126609288575,190.85999999999999,75,91.55266092885753,3840084.8100000005,0.35494052227679374
1184703415,T1019,2020-11,NY,Home Health Agency,12580839.44,62546,201.14538803440666,139.77804641122503,545,61.36734162318163,3838281.749163518,1.2880071571376046
1275849283,00003,2020-01,CA,Family Medicine,12554923.65,43841,286.3740254556237,198.96,74,87.41402545562372,3832318.289999999,0.03701028863291151
1023788031,H0004,2023-01,AZ,Community/Behavioral Health,3913126.8,1088,3596.6238970588233,83.62885722187104,214,3512.9950398369524,3822138.6033426044,3.7952276216606067
1518096411,T2016,2019-08,MA,Case Management Agency,12929249.7,1131,11431.697347480105,8055.835863013698,23,3375.861484466407,3818099.3389315065,1.693749831895103
1356709976,T2033,2024-03,TN,Nursing Home,10302811.79,19971,515.8886280106153,325.1582478346337,30,190.73038017598162,3809076.422494529,0.5535114731804217
1356709976,T2033,2024-05,TN,Nursing Home,10179171.38,19603,519.2659990817732,325.31910898278807,29,193.94689009898514,3801940.8866104055,0.5758756853380119
1184703415,T1019,2019-02,NY,Home Health Agency,12144925.98,59189,205.18890300562606,140.97138054363376,485,64.2175224619923,3800970.9370028623,1.9451082687905858
1275849283,00003,2018-02,CA,Family Medicine,11994994.38,43539,275.4999972438504,188.22,63,87.27999724385037,3800083.8000000017,0.36136600757151727
1134250475,T2016,2021-10,MA,Case Management Agency,14870316.99,1201,12381.6128143214,9225.313111702128,23,3156.2997026192716,3790715.942845745,1.0439742232139657
1134260078,A0100,2022-01,MO,Secured Transport,4286471.77,168542,25.43266230375811,3.0,40,22.43266230375811,3780845.7699999996,2.4750033567491934
1184703415,T1019,2019-10,NY,Home Health Agency,13666227.56,69526,196.56283347237004,142.2847715409267,539,54.27806193144335,3773736.53384553,0.8190220460842694
1184703415,T1019,2021-12,NY,Home Health Agency,12879006.07,62180,207.12457494371182,146.44140478668055,545,60.68317015703127,3773279.5203642044,1.3747573176470398
1720151046,T1019,2020-09,NY,Home Health Agency,18797655.99,106568,176.39118675399743,141.0864681382757,537,35.304718615721725,3762353.253440233,0.6169537178761987
1699725143,A0100,2018-08,CO,Taxi,7315330.29,160212,45.6603143959254,22.177048780487805,135,23.483265615437592,3762300.9507804876,0.38916290983000557
1134250475,T2016,2024-08,MA,Case Management Agency,14113012.17,1137,12412.499709762533,9107.211325,23,3305.2883847625326,3758112.8934749993,1.347024553034563
1720151046,T1019,2020-12,NY,Home Health Agency,18375841.94,103857,176.93407223393706,140.76208295350958,543,36.17198928042748,3756714.290697357,0.7235730456204763
1275849283,00003,2019-06,CA,Family Medicine,11943831.16,42497,281.0511603171989,192.87124352331608,76,88.1799167938828,3747381.9239896373,0.167556954220552
1184703415,T1019,2021-06,NY,Home Health Agency,12116779.01,58761,206.20443848811286,142.5749336667066,548,63.62950482140624,3738933.3328106524,1.418619110161415
1356709976,T2033,2018-08,TN,Nursing Home,10046359.71,30107,333.68850134520216,209.7096047803999,30,123.97889656480226,3732632.6388765015,0.7644237527762361
1134250475,T2016,2021-08,MA,Case Management Agency,14843897.39,1208,12287.994528145697,9203.360212765958,23,3084.634315379739,3726238.2529787244,0.9845667152888354
1023788031,T1016,2022-08,AZ,Community/Behavioral Health,3759736.6,1136,3309.6272887323944,33.125165042752045,286,3276.5021236896423,3722106.4125114335,9.876287450746814
1356709976,T2033,2018-07,TN,Nursing Home,10040462.55,29932,335.44242115461714,211.64213313161878,31,123.80028802299836,3705590.2211043867,0.7682643446817599
1518096411,T2016,2024-06,MA,Case Management Agency,11724509.76,894,13114.664161073826,8970.664579439252,23,4143.9995816345745,3704735.6259813095,1.7579746499559585
1275849283,00003,2019-02,CA,Family Medicine,12035981.49,43723,275.27803421540153,190.85999999999999,73,84.41803421540155,3691009.710000002,0.2638737872506224
1356709976,T2033,2023-11,TN,Nursing Home,9957853.52,19264,516.915153654485,325.4055327974446,30,191.50962085704043,3689241.3361900267,0.6027409652458846
1699725143,A0100,2019-04,CO,Taxi,10391921.01,296446,35.05502185895576,22.612518796992482,150,12.44250306196328,3688530.2627067664,0.16822399676297736
1356709976,T2033,2023-01,TN,Nursing Home,10291436.59,21801,472.0625930003211,302.8745872861206,32,169.18800571420053,3688467.7125752857,0.6054770007704808
1245354000,T2016,2022-05,MA,Case Management Agency,13823605.16,1114,12408.981292639139,9112.442464183381,23,3296.5388284557575,3672344.2548997137,1.2006073756508309
1245354000,T2016,2021-05,MA,Case Management Agency,12680072.38,1009,12566.969653121903,8927.487217630855,23,3639.482435491049,3672237.777410468,1.542841315658098
1245354000,T2016,2021-10,MA,Case Management Agency,13964715.62,1116,12513.186039426522,9225.313111702128,23,3287.8729277243947,3669266.1873404244,1.09761245392262
1184703415,T1019,2021-05,NY,Home Health Agency,12173215.85,59418,204.87421067689925,143.12738440616502,545,61.74682627073423,3668872.9233544865,0.702045765789881
1518098359,T1019,2021-09,MA,Case Management Agency,25099190.0,235190,106.71878056039797,91.1710897083104,70,15.54769085208757,3656661.4115024754,-0.21467963351027916
1699725143,A0100,2018-07,CO,Taxi,6856413.14,140640,48.75151550056883,22.77027027027027,129,25.98124523029856,3654002.3291891892,0.46474212949825683
1023788031,T1016,2023-01,AZ,Community/Behavioral Health,3690748.8,1086,3398.4795580110494,35.36015341701534,307,3363.119404594034,3652347.673389121,8.171139199063868
1356709976,T2033,2019-01,TN,Nursing Home,10043353.93,29569,339.6582207717542,216.30729654978435,31,123.35092422196985,3647363.4783194265,0.7813129731443896
1356709976,T2033,2024-06,TN,Nursing Home,9701100.64,18701,518.7476947756804,323.75008004430026,28,194.99761473138017,3646650.3930915403,0.5613235432740147
1245354000,T2016,2020-02,MA,Case Management Agency,9948417.42,821,12117.439001218027,7681.742227848102,23,4435.696773369925,3641707.050936708,2.2100375618821975
1356709976,T2033,2022-08,TN,Nursing Home,10652732.27,22662,470.0702616715206,309.8277254816111,32,160.24253618990952,3631416.3551357295,0.6269391291712125
1518096411,T2016,2018-04,MA,Case Management Agency,11217282.05,998,11239.761573146294,7605.015552560647,23,3634.746020585647,3627476.528544476,2.0332894127751784
1720151046,T1019,2020-06,NY,Home Health Agency,18420524.85,103774,177.50616580260953,142.55580112570357,535,34.95036467690596,3626939.1439812393,0.05767972341213403
1356709976,T2033,2022-10,TN,Nursing Home,10471966.91,22255,470.54445787463493,308.09713632257535,32,162.44732155205958,3615265.141141086,0.6175725098840784
1356709976,T2033,2019-05,TN,Nursing Home,9864259.25,28568,345.2905086110333,218.8626403743625,32,126.4278682366708,3611791.3397852117,0.8270768021756875
1356709976,T2033,2024-04,TN,Nursing Home,9996266.2,19363,516.2560656922997,329.9863187342353,30,186.2697469580644,3606741.110349001,0.567916006243534
1356709976,T2033,2019-03,TN,Nursing Home,9999499.04,29207,342.3665230937789,219.0172164579952,32,123.34930663578368,3602663.198911334,0.776636819769329
1356709976,T2033,2022-07,TN,Nursing Home,10636410.22,22664,469.3086048358631,310.44785276420987,32,158.86075207165322,3600420.084951949,0.6369689550018336
1356709976,T2033,2019-08,TN,Nursing Home,9942288.24,28350,350.6979978835979,223.77937336814622,33,126.91862451545168,3598143.005013055,0.9109678938454949
1356709976,T2033,2024-02,TN,Nursing Home,9618935.73,18620,516.5916074113857,323.39801247519136,29,193.1935949361943,3597264.737711938,0.5523931638081133
1184703415,T1019,2023-12,NY,Home Health Agency,12846848.6,56151,228.79109187725953,164.81095351586424,556,63.98013836139529,3592548.749130707,1.3986969897412511
1720151046,T1019,2021-01,NY,Home Health Agency,17432085.93,97411,178.95397778484977,142.11803376864998,548,36.83594401619979,3588226.142562038,0.7331000278666301
1184703415,T1019,2023-03,NY,Home Health Agency,13366289.39,59317,225.33657113475059,165.02191356982522,548,60.31465756492537,3577684.5427786782,0.5441265123502841
1184703415,T1019,2021-11,NY,Home Health Agency,12095294.62,58514,206.7077044809789,145.59509095318944,543,61.11261352778945,3575943.467965072,1.0655807084290232
1134250475,T2016,2021-09,MA,Case Management Agency,14397320.68,1191,12088.43046179681,9086.859810874705,23,3001.5706509221054,3574870.6452482278,0.9698896562696658
1184703415,T1019,2020-04,NY,Home Health Agency,12568192.25,62947,199.66308561170507,142.93240146791265,540,56.730684143792416,3571026.3747993014,0.1470474923315268
1184703415,T1019,2021-02,NY,Home Health Agency,11710205.14,57389,204.04964609942672,141.83838243631658,540,62.211263663110145,3570242.210362228,1.3212412003594813
1356709976,T2033,2018-12,TN,Nursing Home,9975240.91,29540,337.68588050101556,217.19986382636654,31,120.48601667464902,3559156.932569132,0.7345157744122428
1184703415,T1019,2021-08,NY,Home Health Agency,11840084.38,57602,205.54988333738413,143.83972727976294,548,61.71015605762119,3554628.409231096,1.4077724610432667
1356709976,T2033,2023-03,TN,Nursing Home,10025197.66,21227,472.28518679040843,304.95752475247525,31,167.32766203793318,3551864.2820792077,0.575999783855803
1184703415,T1019,2021-09,NY,Home Health Agency,12000677.05,58558,204.93659363366237,144.34750383435585,549,60.58908979930652,3547975.920467791,1.41539803122787
1720151046,T1019,2020-08,NY,Home Health Agency,18665990.76,106455,175.34160687614485,142.02642558582636,538,33.31518129031849,3546567.624260855,0.06138430329611473
1518096411,T2016,2018-01,MA,Case Management Agency,11654416.28,1034,11271.195628626692,7842.369786885246,23,3428.8258417414463,3545405.9203606555,1.9158806576170264
1699725143,A0100,2019-05,CO,Taxi,10333336.74,287530,35.93829075226933,23.616361156573923,141,12.321929595695408,3542924.416650301,0.13872795448146288
1679525919,G0463,2024-02,OH,General Acute Care Hospital,6730865.87,54592,123.293996739449,58.48942270015139,72,64.80457403929762,3537811.3059533355,1.99820694625294
1720151046,T1019,2022-10,NY,Home Health Agency,17904562.3,88753,201.73472784018568,161.89589307088707,553,39.838834769298614,3535816.1022795597,0.9345928910534743
1699725143,A0100,2021-07,CO,Taxi,11727600.08,305211,38.42456556284014,26.841509041779254,97,11.583056521060882,3535276.263849513,0.12629081140385057
1184703415,T1019,2023-06,NY,Home Health Agency,12888158.29,56859,226.66874707610052,164.507265625,559,62.161481451100514,3534439.673828124,0.5881451181034231
1356709976,T2033,2023-09,TN,Nursing Home,10153701.86,19744,514.2677198136142,335.5592077464789,31,178.70851206713536,3528420.8622535206,0.6150300482113321
1356709976,T2033,2023-08,TN,Nursing Home,10616158.24,20624,514.7477812257564,343.77095070422536,31,170.97683052153104,3526226.152676056,0.6137008423054221
1356709976,T2033,2019-06,TN,Nursing Home,9570248.79,27757,344.7868570090427,217.7656547547532,32,127.0212022542895,3525727.5109723136,0.8217192035433972
1134250475,T2016,2021-11,MA,Case Management Agency,14482270.48,1280,11314.2738125,8561.30181122449,23,2752.9720012755097,3523804.1616326524,0.9348768645475731
1356709976,T2033,2022-09,TN,Nursing Home,10233365.2,21764,470.1968939533174,308.30979149161453,32,161.88710246170285,3523310.897976501,0.6229370255124053
1356709976,T2033,2019-04,TN,Nursing Home,9664719.05,28023,344.88523891089466,219.17084476348015,32,125.71439414741451,3522894.4671929968,0.7781984182051315
1356709976,T2033,2018-11,TN,Nursing Home,9791406.95,28914,338.63896209448706,217.0892433936022,31,121.54971870088485,3514488.5665173847,0.7463493901664213
1134260078,A0100,2023-04,MO,Secured Transport,4065296.61,163988,24.790207881064468,3.391304347826087,45,21.398903533238382,3509163.3926086957,0.11968767918863049
1356709976,T2033,2021-08,TN,Nursing Home,10690887.5,24899,429.3701554279288,288.46110528978176,30,140.90905013814705,3508494.4393897234,0.5418008148208593
1184703415,T1019,2023-09,NY,Home Health Agency,12787929.23,56119,227.87165184696806,165.3924764890282,555,62.47917535793985,3506268.8419122268,1.6517066806106764
1699725143,A0100,2021-05,CO,Taxi,10676810.3,281093,37.983195241432554,25.521828477390276,100,12.461366764042278,3502802.967804936,0.09489857035993078
1356709976,T2033,2023-07,TN,Nursing Home,10544347.96,20613,511.53873574928446,341.64879858657247,31,169.889937162712,3501941.2747349823,0.5805966258929955
1184703415,T1019,2018-12,NY,Home Health Agency,12032013.14,64604,186.2425413287103,132.04253360425133,465,54.20000772445897,3501537.2990309475,1.5327371859071097
1720151046,T1019,2021-05,NY,Home Health Agency,17781323.58,99779,178.20707343228534,143.12738440616502,545,35.07968902612032,3500216.2913372596,0.3567914131282137
1134250475,T2016,2022-05,MA,Case Management Agency,14884262.85,1250,11907.41028,9112.442464183381,23,2794.967815816619,3493709.7697707736,0.9833609515623815
1720151046,T1019,2023-08,NY,Home Health Agency,16793243.08,80921,207.5263909244819,164.38283088957382,556,43.14356003490806,3491220.0215847953,1.094597346584446
1720151046,T1019,2023-07,NY,Home Health Agency,16358696.13,77961,209.83178935621658,165.08683929692407,557,44.744950059292506,3488361.051572503,0.3818530452773192
1720151046,T1019,2022-11,NY,Home Health Agency,17636850.26,87334,201.94712551812583,162.0590312163617,557,39.88809430176414,3483586.8277502693,0.8993596875155713
1750504064,T2016,2020-05,MA,Case Management Agency,16019931.48,955,16774.797361256544,13130.301858037577,23,3644.4955032189664,3480493.205574113,2.311651993932585
1619683687,H2014,2023-04,AZ,Community/Behavioral Health,3937948.77,6664,590.9286869747899,68.89653465346535,163,522.0321523213246,3478822.263069307,2.353454212777603
1720151046,T1019,2020-07,NY,Home Health Agency,19097800.16,110257,173.21167962124855,141.66111406096263,540,31.550565560285918,3478670.7069804445,0.025341269177066417
1356709976,T2033,2021-10,TN,Nursing Home,10420250.62,24541,424.60578705024244,282.8800269008249,30,141.72576014941757,3478091.8798268563,0.5097408439955842
1396756938,T1015,2018-10,CA,General Acute Care Hospital,4529120.08,4841,935.5753108861805,217.83303583502365,54,717.7422750511569,3474590.3535226504,2.9936831982825205
1356709976,T2033,2019-07,TN,Nursing Home,9899884.67,28421,348.3299204813342,226.15975155164597,32,122.17016892968826,3472198.37115067,0.9041220754045922
1356709976,T2033,2019-10,TN,Nursing Home,9874983.49,28040,352.1748748216833,228.57796916037518,32,123.59690566130814,3465657.23474308,0.8882700664288192
1356709976,T2033,2018-09,TN,Nursing Home,9679788.95,29019,333.56728178090214,214.50738723138352,32,119.05989454951862,3454999.0799324806,0.803695608723197
1518096411,T2016,2023-08,MA,Case Management Agency,11883896.84,928,12805.923318965517,9088.630461538462,23,3717.2928574270554,3449647.7716923077,1.7733920463738557
1356709976,T2033,2022-12,TN,Nursing Home,10261437.21,21849,469.6524879857202,311.8488848224622,32,157.803603163258,3447850.925514024,0.5907988075624545
1720151046,T1019,2024-03,NY,Home Health Agency,15530156.57,71919,215.9395510226783,168.01469724297863,551,47.924853779699674,3446707.558982221,1.0056596747799365
1245354000,T2016,2019-07,MA,Case Management Agency,10410661.39,888,11723.717781531532,7846.885891472868,23,3876.8318900586637,3442626.7183720935,1.8927057696280456
1134250475,T2016,2024-10,MA,Case Management Agency,14983437.3,1151,13017.756125108603,10028.51804964539,23,2989.238075463212,3440613.024858157,1.0209473042088508
1023788031,H0004,2022-07,AZ,Community/Behavioral Health,3515983.8,992,3544.3385080645157,76.89991525423729,203,3467.4385928102784,3439699.0840677964,3.6251171494541112
1720151046,T1019,2023-10,NY,Home Health Agency,16337882.79,78408,208.37009986225894,164.52783510916282,558,43.84226475309612,3437584.2947607604,0.9664744745999324
1720151046,T1019,2021-07,NY,Home Health Agency,17848333.16,100733,177.18456871134583,143.06184169278998,545,34.12272701855585,3437284.6607601866,0.7167775584217438
1720151046,T1019,2024-01,NY,Home Health Agency,15865945.67,74513,212.92855837236456,166.84817117010186,554,46.0803872022627,3433587.8916022005,0.9665624933881574
1356709976,T2033,2022-03,TN,Nursing Home,10008123.01,23299,429.55161208635565,282.2142027455121,31,147.33740934084352,3432814.300232313,0.6065685961425296
1518098359,T1019,2020-05,MA,Case Management Agency,23745036.25,238501,99.559482979107,85.17895833333334,59,14.380524645773662,3429769.508541664,-0.1877981090067817
1356709976,T2033,2019-09,TN,Nursing Home,9588319.36,27246,351.9165881230272,226.17680898876404,33,125.73977913426319,3425906.022292135,0.921893587556908
1245354000,T2016,2020-12,MA,Case Management Agency,12339475.06,882,13990.334535147393,10109.157086247085,23,3881.1774489003074,3423198.509930071,1.6485693556255916
1518096411,T2016,2023-07,MA,Case Management Agency,11789781.51,941,12528.99204038257,8891.753478260869,23,3637.2385621217018,3422641.4869565214,1.6498027590517097
1720151046,T1019,2023-12,NY,Home Health Agency,15750388.05,74843,210.44570701334794,164.81095351586424,556,45.6347534974837,3415441.8560121725,0.9646916161180138
1356709976,T2033,2019-12,TN,Nursing Home,9699007.39,27502,352.6655294160425,228.6633457943925,31,124.00218362164998,3410308.0539626176,0.8081735357412348
1376263657,H0015,2023-02,AZ,Mental Health Center,3929633.4,645,6092.45488372093,806.5360302640051,26,5285.918853456926,3409417.660479717,2.4052597276661367
1720151046,T1019,2021-04,NY,Home Health Agency,17233458.73,97634,176.5108336235328,141.62747471665145,542,34.88335890688134,3405801.8635144527,0.32028165057765473
1720151046,T1019,2022-12,NY,Home Health Agency,17854273.55,88773,201.1227912766269,162.7708953357509,557,38.351895940876005,3404612.8583593857,0.907211766814836
1518096411,T2016,2018-03,MA,Case Management Agency,11510532.74,1007,11430.519106256206,8054.034933920704,23,3376.484172335502,3400119.5615418507,2.0904586789387767
1134260078,A0100,2024-05,MO,Secured Transport,4483481.38,93007,48.205848807079036,11.652826086956523,348,36.55302272012251,3399686.9841304347,3.2379565252817346
1275849283,00003,2018-11,CA,Family Medicine,10484747.32,37123,282.4326514559707,190.86,71,91.57265145597069,3399451.5399999996,0.35597076792683957
1720151046,T1019,2021-06,NY,Home Health Agency,17474470.39,98745,176.9656224618968,142.5749336667066,548,34.39068879519019,3395908.565081055,0.7176476042546612
1134250475,T2016,2024-09,MA,Case Management Agency,14657447.8,1134,12925.438977072312,9933.210046296297,23,2992.2289307760147,3393187.607500001,1.101947943487484
1245354000,T2016,2021-03,MA,Case Management Agency,12608257.86,956,13188.554246861924,9641.817780612244,23,3546.7364662496802,3390680.0617346945,1.4970031687697252
